DataName, VB, IT, IB, IC, VT, beta, Rpt100
DataValue, 0.35000000000000003, 0.001, 1.6122999999999998E-11, 5.32139E-10, 0.109755, 33.004961855734, 109.755
DataValue, 0.35050000000000003, 0.001, 2.0362E-11, 5.39924E-10, 0.10976, 26.516255770553002, 109.75999999999999
DataValue, 0.351, 0.001, 1.8018E-11, 5.48729E-10, 0.109755, 30.45448995449, 109.755
DataValue, 0.35150000000000003, 0.001, 1.4858E-11, 5.6317199999999994E-10, 0.109755, 37.9036209449455, 109.755
DataValue, 0.35200000000000004, 0.001, 2.0014999999999998E-11, 5.71216E-10, 0.10976, 28.539395453409902, 109.75999999999999
DataValue, 0.35250000000000004, 0.001, 1.76E-11, 5.81514E-10, 0.10975, 33.0405681818182, 109.74999999999999
DataValue, 0.353, 0.001, 1.4954E-11, 5.96915E-10, 0.109755, 39.9167446836967, 109.755
DataValue, 0.35350000000000004, 0.001, 2.0206E-11, 6.0523300000000012E-10, 0.109755, 29.9531327328516, 109.755
DataValue, 0.35400000000000004, 0.001, 1.776E-11, 6.15639E-10, 0.10976, 34.664358108108104, 109.75999999999999
DataValue, 0.35450000000000004, 0.001, 1.5146999999999998E-11, 6.31412E-10, 0.109765, 41.685614313065294, 109.765
DataValue, 0.355, 0.001, 2.0158E-11, 6.4126E-10, 0.10975, 31.8116876674273, 109.74999999999999
DataValue, 0.35550000000000004, 0.001, 1.7698E-11, 6.5243900000000007E-10, 0.10975, 36.8651260029382, 109.74999999999999
DataValue, 0.35600000000000004, 0.001, 1.5604E-11, 6.68556E-10, 0.10975, 42.8451679056652, 109.74999999999999
DataValue, 0.35650000000000004, 0.001, 2.0272999999999998E-11, 6.79227E-10, 0.10976, 33.5040201252898, 109.75999999999999
DataValue, 0.357, 0.001, 1.7795E-11, 6.91627E-10, 0.109755, 38.8663669570104, 109.755
DataValue, 0.35750000000000004, 0.001, 1.5891999999999997E-11, 7.0888400000000007E-10, 0.10976, 44.6063428139945, 109.75999999999999
DataValue, 0.35800000000000004, 0.001, 2.0706E-11, 7.19539E-10, 0.10976, 34.7502656234908, 109.75999999999999
DataValue, 0.35850000000000004, 0.001, 1.7318E-11, 7.32634E-10, 0.10976, 42.304769603880395, 109.75999999999999
DataValue, 0.359, 0.001, 1.602E-11, 7.5018200000000011E-10, 0.109765, 46.827840199750305, 109.765
