 VB	 IB	 IC	 beta
0.83800000000000008	5.7262E-11	2.2188E-11	0.38748209982187104
0.8384	6.2419E-11	2.6131E-11	0.41863855556801605
0.8388	6.183099999999999E-11	2.3883E-11	0.38626255438210605
0.8392	8.1908999999999983E-11	1.5934999999999998E-11	0.19454516597687702
0.83960000000000012	5.924E-11	2.3248E-11	0.392437542201215
0.84000000000000008	5.1201E-11	2.4677999999999998E-11	0.48198277377395
0.8404	7.1494E-11	2.8742E-11	0.40201974990908296
0.8408	6.7296E-11	2.9096E-11	0.432358535425582
0.84120000000000017	6.9734E-11	3.4285E-11	0.491653999483753
0.84160000000000013	8.0717E-11	3.5691E-11	0.44217451094565008
0.84200000000000008	8.0650999999999983E-11	3.8474E-11	0.477043062082305
0.8424	8.5757999999999992E-11	3.5741999999999995E-11	0.41677744350381296
0.8428000000000001	7.3076E-11	3.8935E-11	0.532801466965898
0.84320000000000006	1.02237E-10	3.9368E-11	0.38506607197003007
0.8436	1.0752600000000002E-10	5.1864E-11	0.482339155181072
0.844	9.1641999999999985E-11	4.0980999999999993E-11	0.447185788175727
0.84440000000000015	9.7443E-11	4.761E-11	0.4885933314861
0.84480000000000011	1.05617E-10	5.2045999999999995E-11	0.492780518287776
0.84520000000000006	1.0856E-10	5.3762999999999991E-11	0.49523765659543106
0.8456	1.27628E-10	5.7855999999999993E-11	0.453317453850252
0.84600000000000009	1.17929E-10	5.4134E-11	0.45903891324441004
0.8464	1.19993E-10	6.0921E-11	0.50770461610260609
0.8468	1.15172E-10	6.9766E-11	0.605754870975584
0.8472	1.26185E-10	7.9464E-11	0.62974204540951806
0.84760000000000013	1.32458E-10	8.0338999999999982E-11	0.606524332241163
0.84800000000000009	1.3456E-10	7.5037999999999989E-11	0.557654577883472
0.8484	1.33973E-10	7.820199999999999E-11	0.583714629067051
0.8488	1.44727E-10	9.2385E-11	0.63833977074077408
0.84920000000000018	1.3529700000000001E-10	9.3459999999999993E-11	0.690776587803129
0.84960000000000013	1.52911E-10	1.00091E-10	0.6545703056026051
0.85000000000000009	1.39197E-10	1.03789E-10	0.745626701724894
0.8504	1.6098600000000002E-10	1.1192100000000001E-10	0.695221944765383
0.8508	1.58655E-10	1.16021E-10	0.731278560398348
0.85120000000000007	1.7293700000000003E-10	1.20736E-10	0.69815019342303808
0.8516	1.58007E-10	1.30591E-10	0.826488699867727
0.852	1.70569E-10	1.35818E-10	0.796264268419232
0.85239999999999994	1.7972500000000002E-10	1.51345E-10	0.84209208513006006
0.85280000000000011	1.8269E-10	1.56496E-10	0.856620504680059
0.85320000000000007	1.94976E-10	1.64208E-10	0.84219596258001017
0.8536	2.0285099999999999E-10	1.72311E-10	0.84944614520017214
0.854	2.06283E-10	1.92447E-10	0.93292709530111506
0.8544	2.11484E-10	1.99879E-10	0.9451258724064231
0.8548	2.1421800000000002E-10	2.1530200000000001E-10	1.00506026571063
0.8552	2.16397E-10	2.2233100000000003E-10	1.02742182192914
0.85559999999999992	2.37172E-10	2.35277E-10	0.992010018045975
0.85600000000000009	2.52383E-10	2.48801E-10	0.98580728495976411
0.8564	2.43198E-10	2.62204E-10	1.07815031373613
0.8568	2.46994E-10	2.7893E-10	1.12929868741751
0.8572	2.63837E-10	2.97469E-10	1.12747264409465
0.85760000000000014	2.65477E-10	3.11901E-10	1.17487013940944
0.8580000000000001	2.76245E-10	3.2875000000000003E-10	1.19006678853916
0.8584	2.9743100000000004E-10	3.47144E-10	1.16714128655049
0.8588	2.8489399999999997E-10	3.7302100000000003E-10	1.30933259387702
0.85920000000000007	2.9580799999999997E-10	3.8436E-10	1.29935633924708
0.8596	3.0302300000000003E-10	4.0811200000000007E-10	1.3468020579296
0.86	3.13047E-10	4.40537E-10	1.40725514060189
0.86039999999999994	3.19377E-10	4.5947300000000004E-10	1.43865400451504
0.86080000000000012	3.3310200000000004E-10	4.8968800000000008E-10	1.47008423846149
0.86120000000000008	3.3448699999999997E-10	5.2537900000000009E-10	1.57070080451557
0.8616	3.48191E-10	5.50526E-10	1.58110347481698
0.862	3.60559E-10	5.84778E-10	1.62186493749983
0.8624	3.74797E-10	6.13224E-10	1.63614970237222
0.8628	3.79231E-10	6.51649E-10	1.718343173422
0.8632	3.89219E-10	6.87412E-10	1.76613166366493
0.86359999999999992	3.9920200000000004E-10	7.30201E-10	1.82915165755683
0.8640000000000001	4.2107900000000005E-10	7.77056E-10	1.84539243229893
0.86440000000000006	4.1903899999999997E-10	8.1858699999999994E-10	1.95348642966406
0.8648	4.38424E-10	8.771369999999999E-10	2.00065917924201
0.8652	4.45327E-10	9.1871700000000009E-10	2.06301661475725
0.86560000000000015	4.4443500000000003E-10	9.75089E-10	2.19399687243354
0.8660000000000001	4.74854E-10	1.0322380000000001E-09	2.17380078929524
0.86640000000000006	4.82536E-10	1.085192E-09	2.24893479450238
0.8668	5.06525E-10	1.1686E-09	2.30709244361088
0.86720000000000008	5.14536E-10	1.2167E-09	2.36465475690719
0.8676	5.40363E-10	1.2905E-09	2.38820940737985
0.868	5.50572E-10	1.36404E-09	2.47749613129618
0.8684	5.63347E-10	1.4595400000000001E-09	2.59083655366941
0.86880000000000013	5.94743E-10	1.53073E-09	2.57376715657015
0.86920000000000008	5.9160000000000011E-10	1.62861E-09	2.75289046653144
0.8696	6.1512300000000007E-10	1.7255100000000002E-09	2.80514628781561
0.87	6.3586900000000009E-10	1.8178600000000002E-09	2.85885929334501
0.87040000000000006	6.39311E-10	1.92354E-09	3.00877037936153
0.8708	6.86984E-10	2.0334E-09	2.95989426245735
0.8712	6.58121E-10	2.1636000000000003E-09	3.28754134877933
0.87159999999999993	6.83288E-10	2.2852000000000003E-09	3.34441699546897
0.87200000000000011	7.2233500000000007E-10	2.4066700000000003E-09	3.33179203555137
0.87240000000000006	7.3902599999999995E-10	2.5652E-09	3.47105514555645
0.8728	7.69966E-10	2.70401E-09	3.51185636768377
0.8732	7.79226E-10	2.8647000000000003E-09	3.67634036851953
0.87360000000000015	7.973200000000001E-10	3.0355200000000003E-09	3.80715396578538
0.87400000000000011	8.2789300000000015E-10	3.2099000000000003E-09	3.87719185933448
0.87440000000000007	8.54183E-10	3.39038E-09	3.96914946797115
0.8748	8.97684E-10	3.6109000000000004E-09	4.02246224729415
0.87520000000000009	9.15992E-10	3.8124600000000007E-09	4.16211058611866
0.8756	9.1350900000000008E-10	4.02394E-09	4.40492649771376
0.876	9.61254E-10	4.28197E-09	4.45456663899448
0.8764	9.6898E-10	4.5155700000000008E-09	4.6601271440071
0.87680000000000013	1.01759E-09	4.76727E-09	4.68486325533859
0.87720000000000009	1.03922E-09	5.07822E-09	4.8865687727334
0.8776	1.07364E-09	5.3533799999999996E-09	4.98619649044372
0.878	1.0975200000000002E-09	5.6465500000000005E-09	5.14482651796778
0.87840000000000007	1.13123E-09	6.0222E-09	5.32358583135171
0.8788	1.1471E-09	6.3514500000000004E-09	5.53696277569523
0.8792	1.1452700000000001E-09	6.69401E-09	5.84491866546753
0.87959999999999994	1.2268500000000002E-09	7.13852E-09	5.81857602803929
0.88000000000000012	1.26946E-09	7.522150000000001E-09	5.92547224804248
0.88040000000000007	1.28749E-09	7.93676E-09	6.1645216661877
0.8808	1.33141E-09	8.4538300000000012E-09	6.3495316994765
0.8812	1.3685700000000002E-09	8.91996E-09	6.51772287862513
0.88160000000000016	1.4316800000000002E-09	9.40411E-09	6.56858376173446
0.88200000000000012	1.4468200000000002E-09	1.002915E-08	6.9318574528967
0.88240000000000007	1.5183600000000001E-09	1.057316E-08	6.96353960852499
0.8828	1.5403700000000001E-09	1.1145670000000002E-08	7.23570960223842
0.8832000000000001	1.5834500000000002E-09	1.1885900000000001E-08	7.50633111244435
0.8836	1.6372800000000002E-09	1.2529999999999999E-08	7.65293657773869
0.884	1.64818E-09	1.3209E-08	8.01429455520635
0.8844	1.71855E-09	1.39175E-08	8.09839690436705
0.88480000000000014	1.73637E-09	1.48518E-08	8.55336132275955
0.8852000000000001	1.81367E-09	1.56605E-08	8.63470201304537
0.8856	1.8587000000000002E-09	1.65009E-08	8.87765642653467
0.886	1.91045E-09	1.75861E-08	9.20521343139051
0.88640000000000008	1.94552E-09	1.85389E-08	9.52902051893581
0.8868	1.99318E-09	1.95444E-08	9.80563722293019
0.8872	2.0673400000000004E-09	2.08322E-08	10.0768136832838
0.8876	2.15229E-09	2.1972399999999998E-08	10.208847320760699
0.88800000000000012	2.2145E-09	2.3167E-08	10.4615037254459
0.88840000000000008	2.2622700000000003E-09	2.46751E-08	10.9072303482785
0.8888	2.32494E-09	2.60247E-08	11.1937082247284
0.8892	2.43584E-09	2.74314E-08	11.2615771150815
0.88960000000000017	2.4889700000000003E-09	2.92236E-08	11.741242361298001
0.89000000000000012	2.55569E-09	3.08128E-08	12.056548329414001
0.89040000000000008	2.6219600000000003E-09	3.2449E-08	12.3758562296908
0.8908	2.67066E-09	3.45885E-08	12.9512929388241
0.8912000000000001	2.7725800000000004E-09	3.64946E-08	13.162686018076999
0.89160000000000006	2.8883800000000003E-09	3.8472400000000004E-08	13.319715549893
0.892	2.93474E-09	4.10023E-08	13.9713569174782
0.8924	3.0162500000000002E-09	4.3221600000000006E-08	14.329581433899701
0.89280000000000015	3.09951E-09	4.55827E-08	14.7064213375663
0.8932000000000001	3.17947E-09	4.8568400000000004E-08	15.2756276989561
0.89360000000000006	3.30254E-09	5.11905E-08	15.500342160882198
0.894	3.42391E-09	5.39814E-08	15.766010204707499
0.89440000000000008	3.50244E-09	5.7492400000000005E-08	16.4149564303743
0.8948	3.5741600000000004E-09	6.05726E-08	16.947366653983
0.8952	3.6713700000000003E-09	6.3922800000000012E-08	17.411157142973902
0.8956	3.8122500000000008E-09	6.81021E-08	17.8640173126107
0.89600000000000013	3.9692200000000005E-09	7.17425E-08	18.074709892623698
0.89640000000000009	4.0507099999999995E-09	7.56054E-08	18.6647279118969
0.8968	4.19511E-09	8.05307E-08	19.1963261988363
0.8972	4.29905E-09	8.4912E-08	19.7513404124167
0.89760000000000018	4.46578E-09	8.95466E-08	20.051726686043597
0.89800000000000013	4.52769E-09	9.43891E-08	20.847076544551403
0.89840000000000009	4.7603700000000006E-09	1.0053049999999999E-07	21.1182113995341
0.8988	4.83183E-09	1.059515E-07	21.927820308247597
0.89920000000000011	5.0193800000000005E-09	1.11738E-07	22.2613151425076
0.89960000000000007	5.1591E-09	1.1906499999999999E-07	23.0786377468938
0.9	5.30623E-09	1.25423E-07	23.6369324360233
0.9004	5.42709E-09	1.32183E-07	24.3561466642344
0.90079999999999993	5.6730800000000004E-09	1.40744E-07	24.8090984086246
0.90120000000000011	5.81562E-09	1.48425E-07	25.5217844357094
0.90160000000000007	5.97714E-09	1.56427E-07	26.1708777107446
0.902	6.228570000000001E-09	1.66697E-07	26.7632859548821
0.9024	6.3620200000000007E-09	1.75659E-07	27.610570227695
0.9028	6.5877400000000007E-09	1.8526299999999998E-07	28.1223909868938
0.9032	6.73121E-09	1.97063E-07	29.2760142678657
0.9036	6.961210000000001E-09	2.0806399999999998E-07	29.889056643887997
0.90399999999999991	7.1182700000000005E-09	2.192E-07	30.7939991037148
0.90440000000000009	7.4394800000000005E-09	2.33347E-07	31.366036335872902
0.9048	7.6372700000000009E-09	2.45753E-07	32.1781212396576
0.9052	7.880610000000001E-09	2.59391E-07	32.9150915982392
0.9056	8.1090699999999992E-09	2.76524E-07	34.1005812010502
0.90600000000000014	8.3519E-09	2.90808E-07	34.8193824159772
0.90640000000000009	8.6866800000000009E-09	3.06643E-07	35.3003679196194
0.9068	9.01508E-09	3.2677599999999996E-07	36.2477093935938
0.9072	9.2575500000000014E-09	3.4417699999999997E-07	37.1779790549335
0.90760000000000007	9.4338700000000019E-09	3.62788E-07	38.4559040987421
0.908	9.7928200000000009E-09	3.86091E-07	39.425926341952604
0.9084	1.011793E-08	4.07008E-07	40.2264099474893
0.90879999999999994	1.037531E-08	4.2879799999999997E-07	41.328692829419104
0.90920000000000012	1.079967E-08	4.5705600000000004E-07	42.321293150624
0.90960000000000008	1.113405E-08	4.82184E-07	43.3071523839034
0.91	1.1452480000000001E-08	5.0914599999999992E-07	44.457270390343396
0.9104	1.18519E-08	5.41884E-07	45.7212767573132
0.9108	1.2199500000000001E-08	5.71294E-07	46.8292962826345
0.9112	1.26866E-08	6.02523E-07	47.4928664890514
0.9116	1.3035E-08	6.35345E-07	48.741465285769095
0.91199999999999992	1.35206E-08	6.76159E-07	50.009540996701304
0.9124000000000001	1.3914899999999999E-08	7.1204099999999988E-07	51.171118728844604
0.91280000000000006	1.43939E-08	7.5064499999999993E-07	52.1502164111186
0.9132	1.48684E-08	7.99574E-07	53.7767345511286
0.9136	1.5367500000000002E-08	8.4215999999999991E-07	54.8013665202538
0.91400000000000015	1.58253E-08	8.8813499999999993E-07	56.1212109723038
0.9144000000000001	1.64027E-08	9.4526E-07	57.6283172892268
0.91480000000000006	1.69625E-08	9.9591399999999982E-07	58.7126897568165
0.9152	1.75297E-08	1.049624E-06	59.876894641665295
0.91560000000000008	1.8123100000000002E-08	1.116421E-06	61.6020989786516
0.916	1.86868E-08	1.1778E-06	63.028447888349
0.9164	1.9354899999999998E-08	1.24011E-06	64.0721471048675
0.9168	2.0081000000000003E-08	1.32113E-06	65.7900502963
0.91720000000000013	2.0748700000000003E-08	1.39196E-06	67.08661265525069
0.91760000000000008	2.1443599999999998E-08	1.4659899999999998E-06	68.3649200693913
0.918	2.2210299999999998E-08	1.56298E-06	70.3718544999392
0.9184	2.28727E-08	1.64606E-06	71.9661430438908
0.91880000000000006	2.36943E-08	1.73468E-06	73.2108566195245
0.9192	2.4671E-08	1.8469599999999998E-06	74.863605042357392
0.9196	2.54237E-08	1.94406E-06	76.46644666197291
0.91999999999999993	2.62994E-08	2.0495899999999995E-06	77.9329566453987
0.92040000000000011	2.7270599999999998E-08	2.18023E-06	79.9480026108703
0.92080000000000006	2.81189E-08	2.2984900000000002E-06	81.7418177809232
0.9212	2.90889E-08	2.42234E-06	83.2736885891182
0.9216	3.02805E-08	2.57686E-06	85.0996515909579
0.92200000000000015	3.11682E-08	2.7142599999999997E-06	87.0842717898371
0.92240000000000011	3.21996E-08	2.85894E-06	88.7880594789997
0.92280000000000006	3.3538100000000004E-08	3.04182E-06	90.69744559173
0.9232	3.43705E-08	3.20432E-06	93.2287863138447
0.92360000000000009	3.57279E-08	3.37264E-06	94.3979355069847
0.924	3.7009E-08	3.58768E-06	96.940744143316508
0.9244	3.8303400000000004E-08	3.77956E-06	98.674269124934114
0.9248	3.9651900000000004E-08	3.98031E-06	100.381318423581
0.92520000000000013	4.1337E-08	4.23481E-06	102.44599269419601
0.92560000000000009	4.27225E-08	4.45648E-06	104.312247644684
0.926	4.3904800000000004E-08	4.69557E-06	106.94889852590099
0.9264	4.56282E-08	4.99252E-06	109.417421682205
0.92680000000000007	4.7269600000000004E-08	5.25424E-06	111.154737928817
0.9272	4.86755E-08	5.53079E-06	113.625746011854
0.9276	5.0837700000000005E-08	5.88528E-06	115.76605550605198
0.92799999999999994	5.27383E-08	6.1923399999999994E-06	117.416374816784
0.92840000000000011	5.4529199999999996E-08	6.5160899999999995E-06	119.49726018353499
0.92880000000000007	5.61095E-08	6.86034E-06	122.266995785027
0.9292	5.84066E-08	7.3036899999999994E-06	125.049052675554
0.9296	6.04702E-08	7.67432E-06	126.910775886304
0.93000000000000016	6.23429E-08	8.08418E-06	129.672825614465
0.93040000000000012	6.46363E-08	8.5960999999999989E-06	132.991832762705
0.93080000000000007	6.70887E-08	9.0447E-06	134.817040723699
0.9312	6.9274E-08	9.52493E-06	137.496463319572
0.93160000000000009	7.22867E-08	1.0121110000000001E-05	140.013446456955
0.932	7.45368E-08	1.0654960000000001E-05	142.948986272553
0.9324	7.73062E-08	1.1211040000000003E-05	145.021227275432
0.9328	8.0087100000000013E-08	1.1903600000000002E-05	148.633175630033
0.93320000000000014	8.26783E-08	1.25121E-05	151.334751682122
0.9336000000000001	8.57096E-08	1.3181000000000001E-05	153.786740341805
0.934	8.92254E-08	1.40042E-05	156.953064934424
0.9344	9.2612199999999993E-08	1.47156E-05	158.894832430285
0.93480000000000008	9.5520200000000009E-08	1.5476300000000003E-05	162.021226923729
0.9352	9.94064E-08	1.64491E-05	165.473249207294
0.9356	1.027808E-07	1.73092E-05	168.40888570628002
0.93599999999999994	1.0609559999999999E-07	1.8210800000000002E-05	171.645195465222
0.93640000000000012	1.1047389999999998E-07	1.9306700000000003E-05	174.76254572347
0.93680000000000008	1.139089E-07	2.0327700000000002E-05	178.455765967365
0.9372	1.16621E-07	2.13609E-05	183.16512463450002
0.9376	1.22246E-07	2.2685800000000002E-05	185.574988138671
0.93800000000000017	1.26858E-07	2.38457E-05	187.971590282048
0.93840000000000012	1.3105599999999998E-07	2.50737E-05	191.32050421194
0.93880000000000008	1.36739E-07	2.6612800000000004E-05	194.62479614448
0.9392	1.40974E-07	2.79559E-05	198.30536127229098
0.9396000000000001	1.46319E-07	2.93729E-05	200.745631121044
0.94000000000000006	1.5243999999999998E-07	3.1198800000000004E-05	204.66281815796398
0.9404	1.57644E-07	3.27809E-05	207.94257948288498
0.9408	1.62308E-07	3.44331E-05	212.14665943761202
0.94120000000000015	1.68845E-07	3.65279E-05	216.339838313246
0.9416000000000001	1.74603E-07	3.8394200000000006E-05	219.89427443972903
0.94200000000000006	1.80206E-07	4.0331200000000004E-05	223.806088587505
0.9424	1.88064E-07	4.27405E-05	227.265718053429
0.94280000000000008	1.94073E-07	4.48384E-05	231.038835901954
0.9432	2.00531E-07	4.7108000000000004E-05	234.91629723085202
0.9436	2.0901999999999998E-07	4.9953000000000008E-05	238.986699837336
0.944	2.15972E-07	5.2419500000000009E-05	242.714333339507
0.94440000000000013	2.22953E-07	5.50458E-05	246.894188461245
0.94480000000000008	2.32918E-07	5.83395E-05	250.472269210624
0.9452	2.40171E-07	6.12274E-05	254.93252724100702
0.9456	2.4809999999999995E-07	6.4251E-05	258.972188633616
0.94600000000000017	2.58054E-07	6.8057700000000011E-05	263.734334674138
0.94640000000000013	2.66523E-07	7.14227E-05	267.979498955062
0.94680000000000009	2.74533E-07	7.48943E-05	272.80618359177197
0.9472	2.86224E-07	7.93847E-05	277.35165464810797
0.94760000000000011	2.9655499999999997E-07	8.3196000000000008E-05	280.541552157273
0.94800000000000006	3.0568199999999997E-07	8.7243300000000012E-05	285.405421320196
0.9484	3.18758E-07	9.2392E-05	289.84998023579
0.9488	3.28915E-07	9.68573E-05	294.47516835656603
0.94920000000000015	3.4058E-07	0.0001015442	298.150801573786
0.94960000000000011	3.5468E-07	0.00010742799999999999	302.887109507161
0.95000000000000007	3.6648299999999996E-07	0.00011261650000000002	307.289833361984
0.9504	3.76721E-07	0.000117977	313.168100530631
0.9508	3.91563E-07	0.00012488699999999999	318.9448441247
0.9512	4.05074E-07	0.000130734	322.741030034018
0.9516	4.1890599999999993E-07	0.000137011	327.06860250271
0.952	4.35083E-07	0.000144916	333.076677323637
0.95239999999999991	4.4941599999999995E-07	0.000151654	337.44681987290204
0.95280000000000009	4.63567E-07	0.000158767	342.489866621222
0.9532	4.8234299999999994E-07	0.000167831	347.949488227257
0.9536	4.97312E-07	0.00017571900000000002	353.337542629174
0.954	5.1443999999999994E-07	0.00018381400000000003	357.308918435581
0.95440000000000014	5.34651E-07	0.00019426100000000002	363.341693927441
0.95480000000000009	5.51782E-07	0.000203245	368.34293253495
0.9552	5.70622E-07	0.000212538	372.467237505739
0.9556	5.9513299999999988E-07	0.000224357	376.986320704784
0.95600000000000007	6.15373E-07	0.00023468000000000002	381.36219821149103
0.9564	6.3372999999999994E-07	0.000245397	387.22642134663
0.9568	6.577589999999999E-07	0.0002588	393.457178084983
0.95719999999999994	6.7671999999999993E-07	0.00027071800000000003	400.044331481263
0.95760000000000012	6.9926599999999993E-07	0.000282797	404.41977730934997
0.95800000000000007	7.24714E-07	0.00029804900000000005	411.26430564333003
0.9584	7.4638799999999995E-07	0.00031152	417.37005418093497
0.9588	7.6988099999999993E-07	0.000325294	422.52503958404003
0.9592	7.98836E-07	0.00034259400000000005	428.86650075860405
0.9596	8.25525E-07	0.000357855	433.487780503316
0.96	8.534209999999999E-07	0.000373585	437.74994990748996
0.96039999999999992	8.803169999999999E-07	0.000389831	442.830253192884
0.9608000000000001	9.10669E-07	0.000410495	450.76202220565295
0.9612	9.36072E-07	0.000428048	457.28106384978895
0.9616	9.638009999999998E-07	0.000446507	463.27717028722805
0.962	1.0018499999999998E-06	0.00046967900000000003	468.811698358038
0.96240000000000014	1.0313239999999998E-06	0.000489849	474.971008140992
0.9628000000000001	1.061318E-06	0.00051046	480.96800393473
0.96320000000000006	1.101444E-06	0.000536405	487.001608797179
0.9636	1.1364909999999998E-06	0.00055925000000000007	492.08484713033397
0.96400000000000008	1.1611E-06	0.000582301	501.508052708638
0.9644	1.20146E-06	0.00061145	508.92247765218997
0.9648	1.2403699999999998E-06	0.00063689	513.467755589058
0.9652	1.2797E-06	0.00066307700000000009	518.150347737751
0.96560000000000012	1.32326E-06	0.00069607300000000007	526.028898326859
0.96600000000000008	1.3675399999999999E-06	0.00072440300000000009	529.71247641750892
0.9664	1.40431E-06	0.00075379100000000007	536.76965912085006
0.9668	1.45446E-06	0.00079081900000000011	543.720006050356
0.96720000000000006	1.50031E-06	0.00082306000000000013	548.593290719918
