DataName, VC, IT, IC, VT, RPT100
DataValue,0.0,0.001,-3.46986e-06,0.020278,20.278
DataValue,0.02,0.001,0.000147016,0.020287,20.287000000000003
DataValue,0.04,0.001,0.00064472,0.020291,20.291
DataValue,0.06,0.001,0.0014419,0.020303,20.303
DataValue,0.08,0.001,0.00239614,0.020315,20.315
DataValue,0.1,0.001,0.00334648,0.0203339999999999,20.334
DataValue,0.12,0.001,0.0040129599999999,0.020338,20.337999999999997
DataValue,0.1399999999999999,0.001,0.00428836,0.020344,20.344
DataValue,0.16,0.001,0.00441104,0.020346,20.346000000000004
DataValue,0.18,0.001,0.00446056,0.020345,20.345
DataValue,0.2,0.001,0.00448928,0.020344,20.344
DataValue,0.22,0.001,0.00452574,0.020351,20.351
DataValue,0.24,0.001,0.0045385,0.020344,20.344
DataValue,0.26,0.001,0.00455528,0.020349,20.349
DataValue,0.2799999999999999,0.001,0.00456388,0.020344,20.344
DataValue,0.3,0.001,0.00457038,0.020344,20.344
DataValue,0.32,0.001,0.0045815,0.020344,20.344
DataValue,0.34,0.001,0.00458906,0.020349,20.349
DataValue,0.36,0.001,0.00459872,0.020348,20.348000000000003
DataValue,0.38,0.001,0.00460452,0.020345,20.345
DataValue,0.4,0.001,0.00460946,0.020345,20.345
DataValue,0.42,0.001,0.00462734,0.020351,20.351
DataValue,0.44,0.001,0.00464488,0.020347,20.347
DataValue,0.4599999999999999,0.001,0.00464964,0.020345,20.345
DataValue,0.48,0.001,0.00465004,0.020345,20.345
DataValue,0.5,0.001,0.00466392,0.020346,20.346000000000004
DataValue,0.52,0.001,0.00467032,0.020346,20.346000000000004
DataValue,0.54,0.001,0.0046856,0.020349,20.349
DataValue,0.5599999999999999,0.001,0.00467478,0.020351,20.351
DataValue,0.58,0.001,0.00468662,0.020354,20.354
DataValue,0.6,0.001,0.0046772,0.020341,20.341
DataValue,0.6200000000000001,0.001,0.00469432,0.020347,20.347
DataValue,0.6400000000000001,0.001,0.00469622,0.020354,20.354
DataValue,0.66,0.001,0.0047063,0.020354,20.354
DataValue,0.68,0.001,0.00471764,0.02035,20.35
DataValue,0.7,0.001,0.00471928,0.020351,20.351
DataValue,0.72,0.001,0.00471192,0.0203549999999999,20.354999999999997
DataValue,0.7400000000000001,0.001,0.0047213,0.020345,20.345
DataValue,0.76,0.001,0.0047424,0.020351,20.351
DataValue,0.78,0.001,0.00474616,0.020354,20.354
DataValue,0.8,0.001,0.00473974,0.02035,20.35
DataValue,0.82,0.001,0.00473592,0.020349,20.349
DataValue,0.84,0.001,0.00476156,0.02035,20.35
DataValue,0.86,0.001,0.00475396,0.020348,20.348000000000003
DataValue,0.8800000000000001,0.001,0.00476108,0.020349,20.349
DataValue,0.9,0.001,0.00476596,0.020345,20.345
DataValue,0.92,0.001,0.0047707,0.020349,20.349
DataValue,0.94,0.001,0.004792,0.020347,20.347
DataValue,0.96,0.001,0.00478942,0.020351,20.351
DataValue,0.98,0.001,0.00477838,0.020345,20.345
DataValue,1.0,0.001,0.00478738,0.020348,20.348000000000003
DataValue,1.02,0.001,0.00478256,0.02035,20.35
DataValue,1.04,0.001,0.00479494,0.020347,20.347
DataValue,1.06,0.001,0.00479792,0.020354,20.354
DataValue,1.08,0.001,0.00479408,0.020344,20.344
DataValue,1.1,0.001,0.00480016,0.020345,20.345
DataValue,1.12,0.001,0.00480364,0.020345,20.345
DataValue,1.14,0.001,0.00480986,0.020348,20.348000000000003
DataValue,1.16,0.001,0.00480956,0.020351,20.351
DataValue,1.18,0.001,0.0048165199999999,0.020351,20.351
DataValue,1.2,0.001,0.00480466,0.020351,20.351
DataValue,1.22,0.001,0.00484136,0.02035,20.35
DataValue,1.24,0.001,0.00481556,0.020356,20.356
