DataName, VC, IT, IC, VT, RPT100
DataValue,0.0,0.001,-1.79311e-06,0.020288,20.288
DataValue,0.02,0.001,0.000157062,0.020286,20.286
DataValue,0.04,0.001,0.00066045,0.020299,20.299
DataValue,0.06,0.001,0.00144648,0.020306,20.306
DataValue,0.08,0.001,0.00236338,0.02032,20.32
DataValue,0.1,0.001,0.00327218,0.020332,20.332
DataValue,0.12,0.001,0.00393516,0.020342,20.342
DataValue,0.1399999999999999,0.001,0.0042184799999999,0.020345,20.345
DataValue,0.16,0.001,0.00430904,0.020347,20.347
DataValue,0.18,0.001,0.00436322,0.020347,20.347
DataValue,0.2,0.001,0.00438992,0.020348,20.348000000000003
DataValue,0.22,0.001,0.00441626,0.020354,20.354
DataValue,0.24,0.001,0.0044438199999999,0.020351,20.351
DataValue,0.26,0.001,0.0044548,0.020351,20.351
DataValue,0.2799999999999999,0.001,0.00447016,0.020353,20.353
DataValue,0.3,0.001,0.00449752,0.02035,20.35
DataValue,0.32,0.001,0.0045118799999999,0.020353,20.353
DataValue,0.34,0.001,0.00451686,0.020353,20.353
DataValue,0.36,0.001,0.00452772,0.020353,20.353
DataValue,0.38,0.001,0.00452598,0.020353,20.353
DataValue,0.4,0.001,0.0045316,0.020349,20.349
DataValue,0.42,0.001,0.00455124,0.020353,20.353
DataValue,0.44,0.001,0.0045487,0.02035,20.35
DataValue,0.4599999999999999,0.001,0.00455848,0.020354,20.354
DataValue,0.48,0.001,0.00456906,0.020353,20.353
DataValue,0.5,0.001,0.00458208,0.020351,20.351
DataValue,0.52,0.001,0.00460626,0.020348,20.348000000000003
DataValue,0.54,0.001,0.0045974,0.020349,20.349
DataValue,0.5599999999999999,0.001,0.00460492,0.020349,20.349
DataValue,0.58,0.001,0.00459922,0.020348,20.348000000000003
DataValue,0.6,0.001,0.00461422,0.020353,20.353
DataValue,0.6200000000000001,0.001,0.00462018,0.020353,20.353
DataValue,0.6400000000000001,0.001,0.00462744,0.02035,20.35
DataValue,0.66,0.001,0.0046465,0.020345,20.345
DataValue,0.68,0.001,0.0046373,0.020349,20.349
DataValue,0.7,0.001,0.00464482,0.020349,20.349
DataValue,0.72,0.001,0.00467996,0.020351,20.351
DataValue,0.7400000000000001,0.001,0.00466024,0.020353,20.353
DataValue,0.76,0.001,0.00465756,0.020353,20.353
DataValue,0.78,0.001,0.00467684,0.020345,20.345
DataValue,0.8,0.001,0.00467506,0.020349,20.349
DataValue,0.82,0.001,0.00467246,0.020349,20.349
DataValue,0.84,0.001,0.0046739,0.020354,20.354
DataValue,0.86,0.001,0.00468556,0.020349,20.349
DataValue,0.8800000000000001,0.001,0.00470652,0.020349,20.349
DataValue,0.9,0.001,0.00470442,0.02035,20.35
DataValue,0.92,0.001,0.0046968,0.020349,20.349
DataValue,0.94,0.001,0.00470442,0.020351,20.351
DataValue,0.96,0.001,0.00470726,0.0203549999999999,20.354999999999997
DataValue,0.98,0.001,0.00471452,0.020349,20.349
DataValue,1.0,0.001,0.00470388,0.020351,20.351
DataValue,1.02,0.001,0.00471594,0.02036,20.36
DataValue,1.04,0.001,0.00473008,0.020353,20.353
DataValue,1.06,0.001,0.0047245,0.020349,20.349
DataValue,1.08,0.001,0.00472926,0.020348,20.348000000000003
DataValue,1.1,0.001,0.00471346,0.020353,20.353
DataValue,1.12,0.001,0.0047327,0.020354,20.354
DataValue,1.14,0.001,0.00472426,0.0203549999999999,20.354999999999997
DataValue,1.16,0.001,0.00474338,0.020356,20.356
DataValue,1.18,0.001,0.00475048,0.020351,20.351
DataValue,1.2,0.001,0.004765,0.020353,20.353
DataValue,1.22,0.001,0.00476516,0.020356,20.356
DataValue,1.24,0.001,0.0047838,0.020359,20.359
DataValue,1.26,0.001,0.00478886,0.020358,20.358
DataValue,1.28,0.001,0.00478038,0.020358,20.358
DataValue,1.3,0.001,0.0047803,0.020351,20.351
DataValue,1.32,0.001,0.00478258,0.020353,20.353
DataValue,1.34,0.001,0.00478152,0.020351,20.351
DataValue,1.36,0.001,0.004781,0.020357,20.357
DataValue,1.38,0.001,0.0047877,0.020359,20.359
DataValue,1.4,0.001,0.0047877599999999,0.020362,20.362
DataValue,1.42,0.001,0.00479862,0.0203549999999999,20.354999999999997
DataValue,1.44,0.001,0.0047929,0.020351,20.351
DataValue,1.46,0.001,0.00479128,0.0203549999999999,20.354999999999997
DataValue,1.48,0.001,0.00479404,0.020359,20.359
DataValue,1.5,0.001,0.0047965,0.0203549999999999,20.354999999999997
DataValue,1.52,0.001,0.00480912,0.020354,20.354
DataValue,1.54,0.001,0.00480752,0.0203549999999999,20.354999999999997
DataValue,1.56,0.001,0.00481318,0.020363,20.363000000000003
DataValue,1.58,0.001,0.00482506,0.020362,20.362
DataValue,1.6,0.001,0.00482702,0.020353,20.353
DataValue,1.62,0.001,0.00483864,0.020356,20.356
DataValue,1.64,0.001,0.00482894,0.020364,20.364
DataValue,1.66,0.001,0.00483722,0.02036,20.36
DataValue,1.68,0.001,0.00484098,0.02036,20.36
DataValue,1.7,0.001,0.00483832,0.020356,20.356
DataValue,1.72,0.001,0.0048564,0.020354,20.354
DataValue,1.74,0.001,0.00487482,0.020354,20.354
DataValue,1.76,0.001,0.00486586,0.0203549999999999,20.354999999999997
DataValue,1.78,0.001,0.0048754,0.020357,20.357
DataValue,1.8,0.001,0.00487862,0.020358,20.358
