DataName, VC, IT, IC, VT, RPT100
DataValue,0.0,0.001,-3.21116e-07,0.112195,112.195
DataValue,0.02,0.001,0.000104534,0.112196,112.196
DataValue,0.04,0.001,0.000293748,0.112199,112.199
DataValue,0.06,0.001,0.000591206,0.112204,112.204
DataValue,0.08,0.001,0.001002284,0.112204,112.204
DataValue,0.1,0.001,0.00150166,0.112215,112.215
DataValue,0.12,0.001,0.00202416,0.112218,112.218
DataValue,0.1399999999999999,0.001,0.00251454,0.112226,112.226
DataValue,0.16,0.001,0.0029256,0.112231,112.231
DataValue,0.18,0.001,0.00322502,0.112235,112.235
DataValue,0.2,0.001,0.00342332,0.112245,112.245
DataValue,0.22,0.001,0.00354174,0.112246,112.246
DataValue,0.24,0.001,0.00361036,0.1122509999999999,112.251
DataValue,0.26,0.001,0.00365048,0.112248,112.248
DataValue,0.2799999999999999,0.001,0.00367414,0.112242,112.242
DataValue,0.3,0.001,0.00368988,0.112241,112.241
DataValue,0.32,0.001,0.00370034,0.112247,112.247
DataValue,0.34,0.001,0.00370814,0.112248,112.248
DataValue,0.36,0.001,0.0037144,0.112248,112.248
DataValue,0.38,0.001,0.0037196,0.112249,112.249
DataValue,0.4,0.001,0.00372408,0.1122509999999999,112.251
DataValue,0.42,0.001,0.0037282,0.1122509999999999,112.251
DataValue,0.44,0.001,0.00373158,0.112248,112.248
DataValue,0.4599999999999999,0.001,0.00373422,0.112249,112.249
DataValue,0.48,0.001,0.00373716,0.112253,112.253
DataValue,0.5,0.001,0.0037394,0.112255,112.255
DataValue,0.52,0.001,0.0037416999999999,0.1122509999999999,112.251
DataValue,0.54,0.001,0.0037439,0.112252,112.252
DataValue,0.5599999999999999,0.001,0.003746,0.112244,112.244
DataValue,0.58,0.001,0.0037476,0.112247,112.247
DataValue,0.6,0.001,0.00374952,0.112252,112.252
DataValue,0.6200000000000001,0.001,0.00375114,0.11225,112.25
DataValue,0.6400000000000001,0.001,0.00375306,0.112244,112.244
DataValue,0.66,0.001,0.00375384,0.112248,112.248
DataValue,0.68,0.001,0.00375568,0.11225,112.25
DataValue,0.7,0.001,0.0037564,0.112249,112.249
DataValue,0.72,0.001,0.003758,0.112252,112.252
DataValue,0.7400000000000001,0.001,0.00375892,0.112248,112.248
DataValue,0.76,0.001,0.0037601,0.112247,112.247
DataValue,0.78,0.001,0.00376074,0.112249,112.249
DataValue,0.8,0.001,0.00376198,0.112247,112.247
DataValue,0.82,0.001,0.00376308,0.1122509999999999,112.251
DataValue,0.84,0.001,0.00376368,0.112254,112.254
DataValue,0.86,0.001,0.00376444,0.112252,112.252
DataValue,0.8800000000000001,0.001,0.00376548,0.11225,112.25
DataValue,0.9,0.001,0.00376558,0.112249,112.249
DataValue,0.92,0.001,0.00376642,0.112248,112.248
DataValue,0.94,0.001,0.00376694,0.1122509999999999,112.251
DataValue,0.96,0.001,0.00376808,0.112252,112.252
DataValue,0.98,0.001,0.00376836,0.112247,112.247
DataValue,1.0,0.001,0.0037689,0.112253,112.253
DataValue,1.02,0.001,0.00376966,0.112248,112.248
DataValue,1.04,0.001,0.00376984,0.112252,112.252
DataValue,1.06,0.001,0.00377088,0.112249,112.249
DataValue,1.08,0.001,0.00377072,0.1122509999999999,112.251
DataValue,1.1,0.001,0.00377164,0.112241,112.241
DataValue,1.12,0.001,0.00377188,0.112244,112.244
DataValue,1.14,0.001,0.00377276,0.112244,112.244
DataValue,1.16,0.001,0.00377276,0.1122509999999999,112.251
DataValue,1.18,0.001,0.00377296,0.112252,112.252
DataValue,1.2,0.001,0.0037738,0.112254,112.254
DataValue,1.22,0.001,0.00377448,0.112249,112.249
DataValue,1.24,0.001,0.00377444,0.112248,112.248
DataValue,1.26,0.001,0.00377426,0.112249,112.249
DataValue,1.28,0.001,0.00377472,0.112254,112.254
DataValue,1.3,0.001,0.00377508,0.1122509999999999,112.251
DataValue,1.32,0.001,0.00377536,0.1122509999999999,112.251
DataValue,1.34,0.001,0.00377516,0.112248,112.248
DataValue,1.36,0.001,0.00377578,0.112248,112.248
DataValue,1.38,0.001,0.0037757,0.1122509999999999,112.251
DataValue,1.4,0.001,0.00377578,0.112249,112.249
DataValue,1.42,0.001,0.00377602,0.112252,112.252
DataValue,1.44,0.001,0.00377592,0.112248,112.248
DataValue,1.46,0.001,0.00377612,0.112248,112.248
DataValue,1.48,0.001,0.00377656,0.112249,112.249
DataValue,1.5,0.001,0.00377678,0.112248,112.248
DataValue,1.52,0.001,0.00377726,0.112253,112.253
DataValue,1.54,0.001,0.00377792,0.112248,112.248
DataValue,1.56,0.001,0.0037784399999999,0.112254,112.254
DataValue,1.58,0.001,0.00377816,0.112248,112.248
DataValue,1.6,0.001,0.00377854,0.112246,112.246
DataValue,1.62,0.001,0.0037787199999999,0.112256,112.256
DataValue,1.64,0.001,0.00377926,0.112254,112.254
DataValue,1.66,0.001,0.00377964,0.112253,112.253
DataValue,1.68,0.001,0.00377996,0.1122509999999999,112.251
DataValue,1.7,0.001,0.00378018,0.112248,112.248
DataValue,1.72,0.001,0.00378062,0.112245,112.245
DataValue,1.74,0.001,0.00378126,0.112247,112.247
DataValue,1.76,0.001,0.0037817,0.1122509999999999,112.251
DataValue,1.78,0.001,0.00378182,0.112249,112.249
