DataName, VC, IT, IC, VT, RPT100
DataValue,0.0,0.001,-3.4725399999999996e-06,0.0203195,20.3195
DataValue,0.02,0.001,0.000147537,0.0203225,20.3225
DataValue,0.04,0.001,0.000646851,0.02033,20.33
DataValue,0.06,0.001,0.00144797,0.020341,20.341
DataValue,0.08,0.001,0.00241343,0.0203565,20.3565
DataValue,0.1,0.001,0.00338072,0.020369,20.369
DataValue,0.12,0.001,0.00407527,0.0203795,20.3795
DataValue,0.1399999999999999,0.001,0.00437162,0.0203825,20.3825
DataValue,0.16,0.001,0.00448026,0.020385,20.385
DataValue,0.18,0.001,0.00452848,0.0203885,20.3885
DataValue,0.2,0.001,0.00456994,0.0203854999999999,20.3855
DataValue,0.22,0.001,0.00460095,0.0203865,20.3865
DataValue,0.24,0.001,0.00462238,0.020386,20.386000000000003
DataValue,0.26,0.001,0.00463443,0.0203865,20.3865
DataValue,0.2799999999999999,0.001,0.00463796,0.0203885,20.3885
DataValue,0.3,0.001,0.0046631,0.0203894999999999,20.3895
DataValue,0.32,0.001,0.00467588,0.0203825,20.3825
DataValue,0.34,0.001,0.00468126,0.020386,20.386000000000003
DataValue,0.36,0.001,0.00468588,0.020391,20.391
DataValue,0.38,0.001,0.00468681,0.020386,20.386000000000003
DataValue,0.4,0.001,0.00466679,0.020387,20.387
DataValue,0.42,0.001,0.0045543,0.020394,20.394
DataValue,0.44,0.001,0.0043461,0.0203929999999999,20.393
DataValue,0.4599999999999999,0.001,0.0039697,0.0203894999999999,20.3895
DataValue,0.48,0.001,0.0037083,0.0203819999999999,20.382
DataValue,0.5,0.001,0.003387,0.020381,20.381
DataValue,0.52,0.001,0.0030161,0.0203765,20.3765
DataValue,0.54,0.001,0.0026862,0.0203705,20.3705
DataValue,0.5599999999999999,0.001,0.0024452,0.020369,20.369
DataValue,0.58,0.001,0.0023844,0.020366,20.366
DataValue,0.6,0.001,0.0023805,0.0203684999999999,20.368499999999997
DataValue,0.6200000000000001,0.001,0.0022776999999999,0.020363,20.363000000000003
DataValue,0.6400000000000001,0.001,0.0021763,0.0203645,20.3645
DataValue,0.66,0.001,0.0021289,0.020363,20.363000000000003
DataValue,0.68,0.001,0.0021799,0.0203635,20.3635
DataValue,0.7,0.001,0.0021512,0.020365,20.365
DataValue,0.72,0.001,0.0021991999999999,0.020365,20.365
DataValue,0.7400000000000001,0.001,0.00218177,0.0203565,20.3565
DataValue,0.76,0.001,0.00214977,0.020352,20.352
DataValue,0.78,0.001,0.00219546,0.020351,20.351
DataValue,0.8,0.001,0.0022474,0.0203565,20.3565
DataValue,0.82,0.001,0.00228951,0.0203535,20.353500000000004
DataValue,0.84,0.001,0.00222176,0.020352,20.352
DataValue,0.86,0.001,0.00217235,0.020351,20.351
DataValue,0.8800000000000001,0.001,0.0021735,0.0203485,20.3485
DataValue,0.9,0.001,0.00211886,0.0203514999999999,20.3515
DataValue,0.92,0.001,0.00212912,0.020351,20.351
DataValue,0.94,0.001,0.00208831,0.0203455,20.3455
DataValue,0.96,0.001,0.0019774799999999,0.0203485,20.3485
DataValue,0.98,0.001,0.001982,0.0203465,20.3465
DataValue,1.0,0.001,0.00198882,0.020345,20.345
DataValue,1.02,0.001,0.00201369,0.020348,20.348000000000003
DataValue,1.04,0.001,0.00201468,0.020345,20.345
DataValue,1.06,0.001,0.00205146,0.0203485,20.3485
DataValue,1.08,0.001,0.00209726,0.020347,20.347
DataValue,1.1,0.001,0.00213152,0.020347,20.347
DataValue,1.12,0.001,0.0049081,0.0203935,20.393500000000003
DataValue,1.14,0.001,0.00490042,0.0203885,20.3885
