DataName, VB, IT, IB, IC, VT, beta, Rpt100
DataValue,0.48,0.001,2.95525e-10,1.42444e-07,0.1118745,482.003214618052,111.8745
DataValue,0.482125,0.001,3.15334e-10,1.5538700000000001e-07,0.111875,492.769571311689,111.875
DataValue,0.48425,0.001,3.38569e-10,1.69025e-07,0.111876,499.23353880597506,111.876
DataValue,0.486375,0.001,3.63671e-10,1.83287e-07,0.111883,503.99124483393,111.883
DataValue,0.4885,0.001,3.89163e-10,1.98112e-07,0.11188,509.072034083405,111.88
DataValue,0.490625,0.001,4.15293e-10,2.1474200000000003e-07,0.1118755,517.085527567284,111.8755
DataValue,0.49275,0.001,4.47661e-10,2.34301e-07,0.1118775,523.389350423646,111.8775
DataValue,0.494875,0.001,4.812140000000001e-10,2.53364e-07,0.11188,526.510035036387,111.88
DataValue,0.497,0.001,5.15177e-10,2.74803e-07,0.1118805,533.414729306626,111.8805
DataValue,0.499125,0.001,5.514370000000001e-10,2.97609e-07,0.111877,539.6971911569229,111.877
DataValue,0.5012,0.001,5.93638e-10,3.2321e-07,0.1118775,544.4563858782619,111.8775
DataValue,0.5034,0.001,6.376520000000001e-10,3.5022199999999997e-07,0.1118775,549.2368878322341,111.8775
DataValue,0.5055,0.001,6.835130000000001e-10,3.79476e-07,0.11188,555.184758739044,111.88
DataValue,0.5075999999999999,0.001,7.32169e-10,4.1077199999999997e-07,0.1118765,561.034405990966,111.8765
DataValue,0.5098,0.001,7.900030000000001e-10,4.46554e-07,0.111881,565.25608130602,111.881
DataValue,0.5119,0.001,8.468859999999999e-10,4.83962e-07,0.1118765,571.460621618494,111.8765
DataValue,0.514,0.001,9.11542e-10,5.24019e-07,0.1118825,574.8709329904709,111.8825
DataValue,0.5161,0.001,9.77239e-10,5.67757e-07,0.111881,580.980701752591,111.881
DataValue,0.5182000000000001,0.001,1.05385e-09,6.16903e-07,0.1118765,585.380272334772,111.8765
DataValue,0.5204,0.001,1.13248e-09,6.68305e-07,0.111881,590.125211924272,111.881
DataValue,0.5225,0.001,1.21679e-09,7.23956e-07,0.1118784999999999,594.97201653531,111.8785
DataValue,0.5246,0.001,1.30661e-09,7.84148e-07,0.1118805,600.1392917549999,111.8805
DataValue,0.5268,0.001,1.4146600000000002e-09,8.54769e-07,0.1118805,604.222215938812,111.8805
DataValue,0.5289,0.001,1.52083e-09,9.436920000000001e-07,0.1118815,620.511168243656,111.8815
DataValue,0.531,0.001,1.63584e-09,1.011934e-06,0.111879,618.602063771518,111.879
DataValue,0.5331,0.001,1.76048e-09,1.08812e-06,0.1118725,618.0814323366351,111.8725
DataValue,0.5352,0.001,1.89962e-09,1.181e-06,0.1118795,621.703288026026,111.8795
DataValue,0.5374,0.001,2.04539e-09,1.28062e-06,0.111878,626.100645842602,111.878
DataValue,0.5395,0.001,2.20191e-09,1.38666e-06,0.111875,629.753259670014,111.875
DataValue,0.5416,0.001,2.36923e-09,1.50095e-06,0.1118745,633.51806283054,111.8745
DataValue,0.5437,0.001,2.55758e-09,1.6312e-06,0.1118765,637.790411248133,111.8765
DataValue,0.5458999999999999,0.001,2.7559100000000003e-09,1.76787e-06,0.1118825,641.483212441625,111.8825
DataValue,0.548,0.001,2.96907e-09,1.91578e-06,0.111878,645.245817713964,111.878
DataValue,0.5501,0.001,3.19765e-09,2.07453e-06,0.1118735,648.7670633121201,111.8735
DataValue,0.5522,0.001,3.45437e-09,2.25462e-06,0.1118784999999999,652.686307488775,111.8785
DataValue,0.5544,0.001,3.7242699999999996e-09,2.4431999999999997e-06,0.111878,656.021179989635,111.878
DataValue,0.5565000000000001,0.001,4.0136e-09,2.64608e-06,0.11188,659.2784532589201,111.88
DataValue,0.5586000000000001,0.001,4.32593e-09,2.8664599999999997e-06,0.1118775,662.622834858632,111.8775
DataValue,0.5607,0.001,4.68891e-09,3.12413e-06,0.111877,666.280649447313,111.877
DataValue,0.5629,0.001,5.05798e-09,3.38298e-06,0.1118765,668.84012985421,111.8765
DataValue,0.565,0.001,5.45344e-09,3.66616e-06,0.1118815,672.265579157376,111.8815
DataValue,0.5671,0.001,5.88144e-09,3.970689999999999e-06,0.1118784999999999,675.122078946652,111.8785
DataValue,0.5693,0.001,6.36223e-09,4.31485e-06,0.111876,678.197738843141,111.876
DataValue,0.5714,0.001,6.86286e-09,4.673099999999999e-06,0.1118775,680.9260279242179,111.8775
DataValue,0.5735,0.001,7.40834e-09,5.063189999999999e-06,0.111881,683.444604324316,111.881
DataValue,0.5756,0.001,7.99191e-09,5.48592e-06,0.1118795,686.4341565408021,111.8795
DataValue,0.5777,0.001,8.65097e-09,5.958989999999999e-06,0.1118805,688.8233342619379,111.8805
DataValue,0.5799,0.001,9.33485e-09,6.456369999999999e-06,0.1118805,691.641536821695,111.8805
DataValue,0.582,0.001,1.007509e-08,6.990789999999999e-06,0.111882,693.868739634088,111.882
DataValue,0.5841,0.001,1.08791e-08,7.57636e-06,0.111878,696.414225441443,111.878
DataValue,0.5862,0.001,1.17831e-08,8.236980000000001e-06,0.1118875,699.050334801538,111.8875
DataValue,0.5884,0.001,1.2728600000000001e-08,8.918829999999999e-06,0.111882,700.69214210518,111.882
DataValue,0.5905,0.001,1.37418e-08,9.66223e-06,0.111886,703.12695571177,111.886
DataValue,0.5926,0.001,1.48409e-08,1.046815e-05,0.111886,705.358165609902,111.886
DataValue,0.5947,0.001,1.61078e-08,1.1405000000000002e-05,0.1118865,708.042066576441,111.8865
DataValue,0.5969000000000001,0.001,1.74074e-08,1.23535e-05,0.111883,709.6694509231711,111.883
DataValue,0.599,0.001,1.87989e-08,1.3379000000000002e-05,0.111885,711.690577640181,111.885
DataValue,0.6011,0.001,2.0309e-08,1.4492e-05,0.111884,713.575262199025,111.884
DataValue,0.6032,0.001,2.1999900000000003e-08,1.5746700000000003e-05,0.1118855,715.762344374293,111.8855
DataValue,0.6054,0.001,2.37784e-08,1.7058e-05,0.111886,717.373750967264,111.886
DataValue,0.6075,0.001,2.56892e-08,1.84767e-05,0.111884,719.239991903212,111.884
DataValue,0.6096,0.001,2.77616e-08,2.0017700000000003e-05,0.1118885,721.05714368048,111.8885
DataValue,0.6117,0.001,3.00862e-08,2.17447e-05,0.111885,722.746641317282,111.885
DataValue,0.6139000000000001,0.001,3.2521000000000004e-08,2.3563200000000005e-05,0.1118895,724.553365517666,111.8895
DataValue,0.6160000000000001,0.001,3.51498e-08,2.5519900000000003e-05,0.111885,726.032580555224,111.885
DataValue,0.6181,0.001,3.79836e-08,2.7644600000000003e-05,0.111891,727.803578386462,111.891
DataValue,0.6202,0.001,4.11783e-08,3.00285e-05,0.1118845,729.231172729326,111.8845
DataValue,0.6224,0.001,4.4509e-08,3.2525100000000005e-05,0.1118865,730.753330787032,111.8865
DataValue,0.6245,0.001,4.81213e-08,3.52375e-05,0.1118885,732.264090953486,111.8885
DataValue,0.6266,0.001,5.20239e-08,3.8155800000000005e-05,0.111886,733.428289689931,111.886
DataValue,0.6287,0.001,5.6401199999999994e-08,4.14495e-05,0.1118915,734.904576498372,111.8915
DataValue,0.6309,0.001,6.09792e-08,4.48986e-05,0.111887,736.293687027708,111.887
DataValue,0.633,0.001,6.59527e-08,4.8641800000000006e-05,0.1118885,737.5255296598931,111.8885
DataValue,0.6351,0.001,7.12963e-08,5.266460000000001e-05,0.111885,738.672273315726,111.885
DataValue,0.6373,0.001,7.75143e-08,5.735430000000001e-05,0.1118919999999999,739.918956889245,111.892
DataValue,0.6394,0.001,8.35883e-08,6.194160000000001e-05,0.111881,741.031938680414,111.881
DataValue,0.6415,0.001,9.03913e-08,6.707160000000001e-05,0.1118915,742.013888504756,111.8915
DataValue,0.6436,0.001,9.77609e-08,7.2657e-05,0.11189,743.211242940685,111.89
DataValue,0.6457,0.001,1.063317e-07,7.91307e-05,0.1118935,744.187293159048,111.8935
DataValue,0.6479,0.001,1.149892e-07,8.568690000000001e-05,0.11189,745.173459768396,111.89
DataValue,0.65,0.001,1.24323e-07,9.277350000000002e-05,0.111889,746.229579402042,111.889
DataValue,0.6521,0.001,1.34524e-07,0.0001004806,0.1118915,746.934376022123,111.8915
DataValue,0.6542,0.001,1.45856e-07,0.0001090918,0.1118945,747.941805616498,111.8945
DataValue,0.6564,0.001,1.57687e-07,0.000118219,0.1118895,749.706697444938,111.8895
