DataName, VC, IT, IC, VT, RPT100
DataValue,0.0,0.001,-2.75184e-07,0.11202,112.02
DataValue,0.02,0.001,0.000106958,0.112021,112.021
DataValue,0.04,0.001,0.000304476,0.112021,112.021
DataValue,0.06,0.001,0.000619338,0.112029,112.029
DataValue,0.08,0.001,0.001061142,0.112038,112.038
DataValue,0.1,0.001,0.00159576,0.112041,112.041
DataValue,0.12,0.001,0.0021469,0.112055,112.055
DataValue,0.1399999999999999,0.001,0.00264254,0.112061,112.061
DataValue,0.16,0.001,0.00303348,0.112069,112.069
DataValue,0.18,0.001,0.00330044,0.112073,112.073
DataValue,0.2,0.001,0.00346758,0.112068,112.06799999999998
DataValue,0.22,0.001,0.00356402,0.11207,112.07
DataValue,0.24,0.001,0.0036192,0.112073,112.073
DataValue,0.26,0.001,0.0036516,0.112081,112.081
DataValue,0.2799999999999999,0.001,0.00367218,0.11208,112.08
DataValue,0.3,0.001,0.0036850999999999,0.112078,112.07800000000002
DataValue,0.32,0.001,0.00369512,0.112078,112.07800000000002
DataValue,0.34,0.001,0.00370206,0.11208,112.08
DataValue,0.36,0.001,0.0037083,0.112076,112.076
DataValue,0.38,0.001,0.0037132,0.112078,112.07800000000002
DataValue,0.4,0.001,0.00371708,0.112081,112.081
DataValue,0.42,0.001,0.0037209,0.112074,112.074
DataValue,0.44,0.001,0.00372458,0.112075,112.075
DataValue,0.4599999999999999,0.001,0.00372796,0.112076,112.076
DataValue,0.48,0.001,0.00372926,0.112086,112.086
DataValue,0.5,0.001,0.00373164,0.112079,112.079
DataValue,0.52,0.001,0.0037353399999999,0.112082,112.082
DataValue,0.54,0.001,0.00373732,0.11207,112.07
DataValue,0.5599999999999999,0.001,0.00373958,0.112075,112.075
DataValue,0.58,0.001,0.00374086,0.112073,112.073
DataValue,0.6,0.001,0.0037431,0.112082,112.082
DataValue,0.6200000000000001,0.001,0.0037447599999999,0.112078,112.07800000000002
DataValue,0.6400000000000001,0.001,0.00374588,0.112079,112.079
DataValue,0.66,0.001,0.00374764,0.112074,112.074
DataValue,0.68,0.001,0.00374868,0.112074,112.074
DataValue,0.7,0.001,0.00374998,0.112075,112.075
DataValue,0.72,0.001,0.00375184,0.11208,112.08
DataValue,0.7400000000000001,0.001,0.0037511,0.112079,112.079
DataValue,0.76,0.001,0.00375242,0.11208,112.08
DataValue,0.78,0.001,0.0037542,0.112076,112.076
DataValue,0.8,0.001,0.00375436,0.112075,112.075
DataValue,0.82,0.001,0.00375598,0.112074,112.074
DataValue,0.84,0.001,0.00375686,0.112077,112.077
DataValue,0.86,0.001,0.00375788,0.11208,112.08
DataValue,0.8800000000000001,0.001,0.00375868,0.112079,112.079
DataValue,0.9,0.001,0.00375928,0.112076,112.076
DataValue,0.92,0.001,0.00375986,0.112073,112.073
DataValue,0.94,0.001,0.00376118,0.112078,112.07800000000002
DataValue,0.96,0.001,0.00376176,0.112076,112.076
DataValue,0.98,0.001,0.00376292,0.112078,112.07800000000002
DataValue,1.0,0.001,0.00376296,0.112075,112.075
DataValue,1.02,0.001,0.0037637,0.112073,112.073
DataValue,1.04,0.001,0.00376444,0.112074,112.074
DataValue,1.06,0.001,0.00376488,0.11208,112.08
DataValue,1.08,0.001,0.00376516,0.112079,112.079
DataValue,1.1,0.001,0.0037660999999999,0.112079,112.079
DataValue,1.12,0.001,0.00376604,0.112077,112.077
DataValue,1.14,0.001,0.0037666,0.112072,112.072
DataValue,1.16,0.001,0.00376672,0.112073,112.073
DataValue,1.18,0.001,0.00376722,0.112079,112.079
DataValue,1.2,0.001,0.00376792,0.112076,112.076
DataValue,1.22,0.001,0.00376808,0.112079,112.079
DataValue,1.24,0.001,0.0037685,0.112079,112.079
DataValue,1.26,0.001,0.0037689,0.112073,112.073
DataValue,1.28,0.001,0.0037691,0.112072,112.072
DataValue,1.3,0.001,0.0037697,0.112083,112.083
DataValue,1.32,0.001,0.00376948,0.112077,112.077
DataValue,1.34,0.001,0.00376952,0.112075,112.075
DataValue,1.36,0.001,0.00377048,0.112071,112.071
DataValue,1.38,0.001,0.00377026,0.112078,112.07800000000002
DataValue,1.4,0.001,0.00377022,0.112076,112.076
DataValue,1.42,0.001,0.00377118,0.112079,112.079
DataValue,1.44,0.001,0.00377144,0.112077,112.077
DataValue,1.46,0.001,0.00377002,0.112075,112.075
DataValue,1.48,0.001,0.00377134,0.112077,112.077
DataValue,1.5,0.001,0.00377178,0.112073,112.073
DataValue,1.52,0.001,0.0037719999999999,0.112074,112.074
DataValue,1.54,0.001,0.00377118,0.112075,112.075
DataValue,1.56,0.001,0.0037728799999999,0.112079,112.079
DataValue,1.58,0.001,0.00377324,0.112074,112.074
DataValue,1.6,0.001,0.00377286,0.112071,112.071
DataValue,1.62,0.001,0.00377316,0.112069,112.069
DataValue,1.64,0.001,0.00377372,0.112077,112.077
DataValue,1.66,0.001,0.00377372,0.112076,112.076
DataValue,1.68,0.001,0.00377486,0.112078,112.07800000000002
DataValue,1.7,0.001,0.00377394,0.112074,112.074
DataValue,1.72,0.001,0.0037749,0.112074,112.074
DataValue,1.74,0.001,0.00377562,0.112074,112.074
DataValue,1.76,0.001,0.0037757999999999,0.112071,112.071
DataValue,1.78,0.001,0.003777,0.112077,112.077
DataValue,1.8,0.001,0.00377744,0.112074,112.074
DataValue,1.82,0.001,0.0037784,0.11208,112.08
DataValue,1.84,0.001,0.00377796,0.112073,112.073
DataValue,1.86,0.001,0.00377954,0.112073,112.073
DataValue,1.88,0.001,0.0037807,0.112073,112.073
DataValue,1.9,0.001,0.00378062,0.112078,112.07800000000002
DataValue,1.92,0.001,0.00378208,0.112075,112.075
DataValue,1.94,0.001,0.0037831,0.112075,112.075
DataValue,1.96,0.001,0.00378382,0.112074,112.074
DataValue,1.98,0.001,0.00378416,0.112074,112.074
DataValue,2.0,0.001,0.00378494,0.112072,112.072
DataValue,2.02,0.001,0.00378774,0.112075,112.075
DataValue,2.04,0.001,0.0037890199999999,0.112075,112.075
DataValue,2.06,0.001,0.00379026,0.112074,112.074
DataValue,2.08,0.001,0.00379244,0.112078,112.07800000000002
DataValue,2.1,0.001,0.0037942,0.112068,112.06799999999998
DataValue,2.12,0.001,0.003796,0.112074,112.074
DataValue,2.14,0.001,0.00379816,0.11207,112.07
DataValue,2.16,0.001,0.00380022,0.112077,112.077
DataValue,2.18,0.001,0.00380234,0.112076,112.076
DataValue,2.2,0.001,0.00380552,0.112075,112.075
DataValue,2.22,0.001,0.00380788,0.112074,112.074
DataValue,2.24,0.001,0.00380936,0.112073,112.073
DataValue,2.26,0.001,0.0038121,0.112071,112.071
DataValue,2.28,0.001,0.00381644,0.112076,112.076
DataValue,2.3,0.001,0.00382052,0.112082,112.082
DataValue,2.32,0.001,0.0038242,0.11208,112.08
DataValue,2.34,0.001,0.0038275,0.112077,112.077
DataValue,2.36,0.001,0.00383112,0.11207,112.07
DataValue,2.38,0.001,0.00383584,0.112075,112.075
DataValue,2.4,0.001,0.0038405,0.112075,112.075
DataValue,2.42,0.001,0.00384564,0.112077,112.077
DataValue,2.44,0.001,0.00385014,0.112077,112.077
DataValue,2.46,0.001,0.0038561,0.112078,112.07800000000002
DataValue,2.48,0.001,0.00386044,0.112075,112.075
DataValue,2.5,0.001,0.00386716,0.112077,112.077
DataValue,2.52,0.001,0.00387384,0.112074,112.074
DataValue,2.54,0.001,0.00387966,0.112082,112.082
DataValue,2.56,0.001,0.00388722,0.112078,112.07800000000002
DataValue,2.58,0.001,0.00389454,0.112078,112.07800000000002
DataValue,2.6,0.001,0.00390232,0.112075,112.075
DataValue,2.62,0.001,0.00391068,0.112072,112.072
DataValue,2.64,0.001,0.0039187,0.112073,112.073
DataValue,2.66,0.001,0.00392754,0.112078,112.07800000000002
DataValue,2.68,0.001,0.00393674,0.11208,112.08
DataValue,2.7,0.001,0.00394706,0.112082,112.082
DataValue,2.72,0.001,0.0039575999999999,0.112076,112.076
DataValue,2.74,0.001,0.0039667,0.112076,112.076
DataValue,2.76,0.001,0.00397818,0.112073,112.073
DataValue,2.78,0.001,0.00399014,0.112077,112.077
DataValue,2.8,0.001,0.00400194,0.112076,112.076
DataValue,2.82,0.001,0.00401526,0.112073,112.073
DataValue,2.84,0.001,0.00402876,0.112074,112.074
DataValue,2.86,0.001,0.00404354,0.112075,112.075
DataValue,2.88,0.001,0.00405834,0.112076,112.076
DataValue,2.9,0.001,0.00407378,0.112078,112.07800000000002
DataValue,2.92,0.001,0.00408972,0.112078,112.07800000000002
DataValue,2.94,0.001,0.00410676,0.112077,112.077
DataValue,2.96,0.001,0.00412402,0.112075,112.075
DataValue,2.98,0.001,0.0041422,0.1120849999999999,112.085
DataValue,3.0,0.001,0.00416132,0.112083,112.083
DataValue,3.0,0.001,0.00415582,0.112079,112.079
DataValue,2.98,0.001,0.00413192,0.11208,112.08
DataValue,2.96,0.001,0.00411334,0.112078,112.07800000000002
DataValue,2.94,0.001,0.00409456,0.112083,112.083
DataValue,2.92,0.001,0.00407636,0.112077,112.077
DataValue,2.9,0.001,0.00406052,0.112075,112.075
DataValue,2.88,0.001,0.00404474,0.112074,112.074
DataValue,2.86,0.001,0.0040294,0.112076,112.076
DataValue,2.84,0.001,0.00401432,0.112072,112.072
DataValue,2.82,0.001,0.00400118,0.112073,112.073
DataValue,2.8,0.001,0.0039875,0.112077,112.077
DataValue,2.78,0.001,0.00397562,0.112078,112.07800000000002
DataValue,2.76,0.001,0.00396342,0.112076,112.076
DataValue,2.74,0.001,0.00395052,0.112072,112.072
DataValue,2.72,0.001,0.00393988,0.112074,112.074
DataValue,2.7,0.001,0.00392912,0.112074,112.074
DataValue,2.68,0.001,0.00391932,0.112071,112.071
DataValue,2.66,0.001,0.00390952,0.112074,112.074
DataValue,2.64,0.001,0.00390026,0.112073,112.073
DataValue,2.62,0.001,0.00389162,0.112074,112.074
DataValue,2.6,0.001,0.00388316,0.11207,112.07
DataValue,2.58,0.001,0.00387512,0.112075,112.075
DataValue,2.56,0.001,0.0038672399999999,0.112079,112.079
DataValue,2.54,0.001,0.0038614,0.112075,112.075
DataValue,2.52,0.001,0.00385492,0.112072,112.072
DataValue,2.5,0.001,0.00384742,0.112073,112.073
DataValue,2.48,0.001,0.00384256,0.11207,112.07
DataValue,2.46,0.001,0.00383544,0.112073,112.073
DataValue,2.44,0.001,0.00383016,0.112072,112.072
DataValue,2.42,0.001,0.00382402,0.112073,112.073
DataValue,2.4,0.001,0.00382078,0.112068,112.06799999999998
DataValue,2.38,0.001,0.00381456,0.11207,112.07
DataValue,2.36,0.001,0.00380982,0.112069,112.069
DataValue,2.34,0.001,0.00380612,0.112069,112.069
DataValue,2.32,0.001,0.00380216,0.112073,112.073
DataValue,2.3,0.001,0.0037981,0.112073,112.073
DataValue,2.28,0.001,0.00379438,0.112072,112.072
DataValue,2.26,0.001,0.00379132,0.112074,112.074
DataValue,2.24,0.001,0.00378794,0.112067,112.067
