DataName, VC, IT, IC, VT, RPT100
DataValue,0.0,0.001,-3.51208e-06,0.020309,20.308999999999997
DataValue,0.02,0.001,0.00014411,0.020307,20.307
DataValue,0.04,0.001,0.000637382,0.0203129999999999,20.313
DataValue,0.06,0.001,0.00143528,0.020333,20.333
DataValue,0.08,0.001,0.00239412,0.020341,20.341
DataValue,0.1,0.001,0.00333496,0.02035,20.35
DataValue,0.12,0.001,0.00397028,0.020364,20.364
DataValue,0.1399999999999999,0.001,0.00421796,0.020369,20.369
DataValue,0.16,0.001,0.004308,0.020376,20.376
DataValue,0.18,0.001,0.00435614,0.020368,20.368
DataValue,0.2,0.001,0.00440574,0.020371,20.371
DataValue,0.22,0.001,0.00440868,0.0203719999999999,20.372
DataValue,0.24,0.001,0.00443442,0.020371,20.371
DataValue,0.26,0.001,0.00444014,0.020379,20.379
DataValue,0.2799999999999999,0.001,0.0044418,0.020374,20.374
DataValue,0.3,0.001,0.0044502199999999,0.0203719999999999,20.372
DataValue,0.32,0.001,0.004476,0.020368,20.368
DataValue,0.34,0.001,0.00447878,0.0203719999999999,20.372
DataValue,0.36,0.001,0.00449554,0.020376,20.376
DataValue,0.38,0.001,0.0045094,0.020374,20.374
DataValue,0.4,0.001,0.0045201,0.020374,20.374
DataValue,0.42,0.001,0.00452084,0.020374,20.374
DataValue,0.44,0.001,0.0045269199999999,0.020379,20.379
DataValue,0.4599999999999999,0.001,0.00452804,0.020376,20.376
DataValue,0.48,0.001,0.00456092,0.020377,20.377
DataValue,0.5,0.001,0.0045664,0.020374,20.374
DataValue,0.52,0.001,0.00457716,0.020376,20.376
DataValue,0.54,0.001,0.00456976,0.020374,20.374
DataValue,0.5599999999999999,0.001,0.00456568,0.020374,20.374
DataValue,0.58,0.001,0.0045856199999999,0.020375,20.375
DataValue,0.6,0.001,0.0045957,0.020375,20.375
DataValue,0.6200000000000001,0.001,0.00458676,0.020375,20.375
DataValue,0.6400000000000001,0.001,0.0045782,0.020374,20.374
DataValue,0.66,0.001,0.0045855,0.02037,20.369999999999997
DataValue,0.68,0.001,0.00460144,0.02038,20.38
DataValue,0.7,0.001,0.00461794,0.020377,20.377
DataValue,0.72,0.001,0.00461742,0.020377,20.377
DataValue,0.7400000000000001,0.001,0.00461504,0.020369,20.369
DataValue,0.76,0.001,0.00461562,0.020374,20.374
DataValue,0.78,0.001,0.00463516,0.020378,20.378
DataValue,0.8,0.001,0.00461592,0.0203819999999999,20.382
DataValue,0.82,0.001,0.00462776,0.020379,20.379
DataValue,0.84,0.001,0.00464426,0.020376,20.376
DataValue,0.86,0.001,0.00464052,0.020377,20.377
DataValue,0.8800000000000001,0.001,0.00463402,0.020378,20.378
DataValue,0.9,0.001,0.00465234,0.02038,20.38
DataValue,0.92,0.001,0.0046333,0.020381,20.381
DataValue,0.94,0.001,0.00468308,0.020375,20.375
DataValue,0.96,0.001,0.00466258,0.020377,20.377
DataValue,0.98,0.001,0.00468732,0.020374,20.374
DataValue,1.0,0.001,0.00466658,0.020373,20.373
DataValue,1.02,0.001,0.00466852,0.020381,20.381
DataValue,1.04,0.001,0.0046888,0.02038,20.38
DataValue,1.06,0.001,0.00469522,0.0203819999999999,20.382
DataValue,1.08,0.001,0.00467356,0.020374,20.374
DataValue,1.1,0.001,0.00470954,0.020378,20.378
DataValue,1.12,0.001,0.00470686,0.020378,20.378
DataValue,1.14,0.001,0.00471924,0.02038,20.38
DataValue,1.16,0.001,0.00469876,0.0203819999999999,20.382
DataValue,1.18,0.001,0.00472348,0.020379,20.379
DataValue,1.2,0.001,0.00471578,0.020377,20.377
DataValue,1.22,0.001,0.00473948,0.020378,20.378
DataValue,1.24,0.001,0.00470758,0.020376,20.376
DataValue,1.26,0.001,0.00472932,0.020376,20.376
DataValue,1.28,0.001,0.00473178,0.0203819999999999,20.382
DataValue,1.3,0.001,0.0047221,0.020378,20.378
DataValue,1.32,0.001,0.0047231,0.020383,20.383
DataValue,1.34,0.001,0.00473594,0.020377,20.377
DataValue,1.36,0.001,0.00473438,0.020374,20.374
DataValue,1.38,0.001,0.00473514,0.020386,20.386000000000003
DataValue,1.4,0.001,0.00475532,0.020381,20.381
DataValue,1.42,0.001,0.0047409999999999,0.020385,20.385
DataValue,1.44,0.001,0.0047594,0.020379,20.379
DataValue,1.46,0.001,0.00473454,0.020375,20.375
DataValue,1.48,0.001,0.00474968,0.020381,20.381
DataValue,1.5,0.001,0.00475908,0.020378,20.378
DataValue,1.52,0.001,0.00475282,0.020381,20.381
DataValue,1.54,0.001,0.0047701,0.020378,20.378
DataValue,1.56,0.001,0.00476986,0.020377,20.377
DataValue,1.58,0.001,0.00479694,0.020375,20.375
DataValue,1.6,0.001,0.00479078,0.020379,20.379
DataValue,1.62,0.001,0.00477746,0.020381,20.381
DataValue,1.64,0.001,0.00479774,0.020381,20.381
DataValue,1.66,0.001,0.00478934,0.020377,20.377
DataValue,1.68,0.001,0.0047997,0.02038,20.38
DataValue,1.7,0.001,0.0048043,0.020378,20.378
DataValue,1.72,0.001,0.00481754,0.020376,20.376
DataValue,1.74,0.001,0.00483082,0.020377,20.377
DataValue,1.76,0.001,0.0048108,0.0203819999999999,20.382
DataValue,1.78,0.001,0.0048333199999999,0.020383,20.383
DataValue,1.8,0.001,0.0048201599999999,0.020386,20.386000000000003
DataValue,1.82,0.001,0.004841,0.020377,20.377
DataValue,1.84,0.001,0.00483254,0.020381,20.381
DataValue,1.86,0.001,0.00484604,0.020379,20.379
DataValue,1.88,0.001,0.00485476,0.02038,20.38
DataValue,1.9,0.001,0.004861,0.020383,20.383
DataValue,1.92,0.001,0.00489916,0.0203819999999999,20.382
DataValue,1.94,0.001,0.00489146,0.020386,20.386000000000003
DataValue,1.96,0.001,0.0048841,0.02038,20.38
DataValue,1.98,0.001,0.00489994,0.020381,20.381
DataValue,2.0,0.001,0.00490706,0.020381,20.381
DataValue,2.02,0.001,0.00492182,0.020386,20.386000000000003
DataValue,2.04,0.001,0.0049325,0.0203819999999999,20.382
DataValue,2.06,0.001,0.0049802,0.020385,20.385
DataValue,2.08,0.001,0.00498592,0.020383,20.383
DataValue,2.1,0.001,0.0050051,0.020383,20.383
DataValue,2.12,0.001,0.00500224,0.020379,20.379
DataValue,2.14,0.001,0.00505446,0.020387,20.387
DataValue,2.16,0.001,0.00506438,0.020388,20.388
DataValue,2.18,0.001,0.00504808,0.020385,20.385
DataValue,2.2,0.001,0.00507318,0.020384,20.384
DataValue,2.22,0.001,0.00511332,0.020387,20.387
DataValue,2.24,0.001,0.00513094,0.020391,20.391
