VCE ,leafValue( DP2_IC2 "Ibpol" 2e-06 "mcparamset" 1 ) (A),leafValue( DP2_IC2 "Ibpol" 2e-06 "mcparamset" 2 ) (A),leafValue( DP2_IC2 "Ibpol" 2e-06 "mcparamset" 3 ) (A),leafValue( DP2_IC2 "Ibpol" 2e-06 "mcparamset" 4 ) (A),leafValue( DP2_IC2 "Ibpol" 2e-06 "mcparamset" 5 ) (A),leafValue( DP2_IC2 "Ibpol" 4e-06 "mcparamset" 1 ) (A),leafValue( DP2_IC2 "Ibpol" 4e-06 "mcparamset" 2 ) (A),leafValue( DP2_IC2 "Ibpol" 4e-06 "mcparamset" 3 ) (A),leafValue( DP2_IC2 "Ibpol" 4e-06 "mcparamset" 4 ) (A),leafValue( DP2_IC2 "Ibpol" 4e-06 "mcparamset" 5 ) (A),leafValue( DP2_IC2 "Ibpol" 6e-06 "mcparamset" 1 ) (A),leafValue( DP2_IC2 "Ibpol" 6e-06 "mcparamset" 2 ) (A),leafValue( DP2_IC2 "Ibpol" 6e-06 "mcparamset" 3 ) (A),leafValue( DP2_IC2 "Ibpol" 6e-06 "mcparamset" 4 ) (A),leafValue( DP2_IC2 "Ibpol" 6e-06 "mcparamset" 5 ) (A),leafValue( DP2_IC2 "Ibpol" 8e-06 "mcparamset" 1 ) (A),leafValue( DP2_IC2 "Ibpol" 8e-06 "mcparamset" 2 ) (A),leafValue( DP2_IC2 "Ibpol" 8e-06 "mcparamset" 3 ) (A),leafValue( DP2_IC2 "Ibpol" 8e-06 "mcparamset" 4 ) (A),leafValue( DP2_IC2 "Ibpol" 8e-06 "mcparamset" 5 ) (A),leafValue( DP2_IC2 "Ibpol" 1e-05 "mcparamset" 1 ) (A),leafValue( DP2_IC2 "Ibpol" 1e-05 "mcparamset" 2 ) (A),leafValue( DP2_IC2 "Ibpol" 1e-05 "mcparamset" 3 ) (A),leafValue( DP2_IC2 "Ibpol" 1e-05 "mcparamset" 4 ) (A),leafValue( DP2_IC2 "Ibpol" 1e-05 "mcparamset" 5 ) (A),leafValue( DP2_IC2 "Ibpol" 1.2e-05 "mcparamset" 1 ) (A),leafValue( DP2_IC2 "Ibpol" 1.2e-05 "mcparamset" 2 ) (A),leafValue( DP2_IC2 "Ibpol" 1.2e-05 "mcparamset" 3 ) (A),leafValue( DP2_IC2 "Ibpol" 1.2e-05 "mcparamset" 4 ) (A),leafValue( DP2_IC2 "Ibpol" 1.2e-05 "mcparamset" 5 ) (A)
0.0000000,-1.7582538E-6,-1.9078997E-6,-2.0530195E-6,-2.1098295E-6,-1.9413255E-6,-3.4989598E-6,-3.7940309E-6,-4.0808370E-6,-4.1891712E-6,-3.8605423E-6,-5.2037196E-6,-5.6363261E-6,-6.0577237E-6,-6.2113649E-6,-5.7348148E-6,-6.8720174E-6,-7.4344619E-6,-7.9835530E-6,-8.1767340E-6,-7.5638363E-6,-8.5052183E-6,-9.1903311E-6,-9.8607413E-6,-10.088206E-6,-9.3495828E-6,-10.105084E-6,-10.906257E-6,-11.692164E-6,-11.949131E-6,-11.094469E-6
10.000000E-3,9.1518008E-6,10.422620E-6,11.659297E-6,12.140141E-6,10.703380E-6,17.859389E-6,20.291378E-6,22.661085E-6,23.550749E-6,20.833229E-6,26.221502E-6,29.728591E-6,33.150795E-6,34.391584E-6,30.516691E-6,34.284762E-6,38.793758E-6,43.200583E-6,44.743638E-6,39.815747E-6,42.081747E-6,47.528902E-6,52.861720E-6,54.664851E-6,48.774181E-6,49.637687E-6,55.966680E-6,62.174083E-6,64.200404E-6,57.425996E-6
20.000000E-3,24.784890E-6,28.103685E-6,31.253286E-6,32.535517E-6,28.885106E-6,48.265858E-6,54.577679E-6,60.588882E-6,62.916084E-6,56.080529E-6,70.688348E-6,79.731564E-6,88.374663E-6,91.557505E-6,81.909202E-6,92.189793E-6,103.74322E-6,114.82515E-6,118.70666E-6,106.55686E-6,112.87128E-6,126.74423E-6,140.09944E-6,144.54719E-6,130.16081E-6,132.81302E-6,148.83897E-6,164.32358E-6,169.22447E-6,152.82982E-6
30.000000E-3,46.946890E-6,53.194763E-6,58.923147E-6,61.404130E-6,54.787235E-6,90.990592E-6,102.75059E-6,113.60798E-6,117.99151E-6,105.78779E-6,132.65922E-6,149.34648E-6,164.85593E-6,170.69617E-6,153.71401E-6,172.27609E-6,193.40591E-6,213.17179E-6,220.11311E-6,199.01013E-6,210.08411E-6,235.24719E-6,258.93517E-6,266.68860E-6,242.00954E-6,246.27708E-6,275.12316E-6,302.44700E-6,310.77443E-6,282.97664E-6
40.000000E-3,77.894106E-6,88.283953E-6,97.358903E-6,101.63719E-6,91.206048E-6,149.95715E-6,169.23415E-6,186.28237E-6,193.58174E-6,174.73054E-6,217.28051E-6,244.28237E-6,268.43769E-6,277.84181E-6,252.09034E-6,280.57136E-6,314.36454E-6,344.92197E-6,355.73913E-6,324.27551E-6,340.36398E-6,380.18375E-6,416.55931E-6,428.25597E-6,392.02783E-6,397.08194E-6,442.29234E-6,483.99574E-6,496.15329E-6,455.92859E-6
50.000000E-3,120.23127E-6,136.38851E-6,149.57771E-6,156.54891E-6,141.49738E-6,229.44147E-6,258.85795E-6,283.38825E-6,294.77935E-6,268.26864E-6,329.84504E-6,370.37235E-6,404.81161E-6,418.89957E-6,383.50345E-6,422.92156E-6,472.90701E-6,516.11476E-6,531.69012E-6,489.31871E-6,509.77955E-6,567.92269E-6,618.97606E-6,635.16716E-6,587.27259E-6,591.28304E-6,656.54170E-6,714.68348E-6,730.84841E-6,678.55702E-6
60.000000E-3,176.61230E-6,200.63978E-6,218.51161E-6,229.49354E-6,209.31188E-6,333.44525E-6,376.16703E-6,409.09480E-6,426.15942E-6,391.68188E-6,474.86795E-6,532.54679E-6,578.36149E-6,598.50031E-6,553.67649E-6,603.82604E-6,673.73983E-6,730.74738E-6,752.03180E-6,699.61639E-6,722.48306E-6,802.59423E-6,869.45556E-6,890.60895E-6,832.58152E-6,832.48309E-6,921.23034E-6,996.87282E-6,1.0170274E-3,954.84772E-6
70.000000E-3,249.19626E-6,283.69622E-6,306.32529E-6,323.19966E-6,298.03688E-6,464.77452E-6,524.41513E-6,565.87625E-6,590.70046E-6,549.12678E-6,654.93315E-6,733.58272E-6,790.87964E-6,818.74460E-6,766.23454E-6,825.17557E-6,918.64891E-6,989.45953E-6,1.0175412E-3,957.66329E-6,979.43830E-6,1.0847814E-3,1.1673047E-3,1.1939188E-3,1.1290854E-3,1.1206231E-3,1.2356867E-3,1.3285116E-3,1.3526241E-3,1.2845201E-3
80.000000E-3,338.91919E-6,386.94333E-6,413.58361E-6,438.91946E-6,409.96274E-6,624.05638E-6,704.50408E-6,753.49482E-6,788.76239E-6,742.45004E-6,869.70215E-6,973.07373E-6,1.0406665E-3,1.0783325E-3,1.0214931E-3,1.0853951E-3,1.2056651E-3,1.2889020E-3,1.3251419E-3,1.2619453E-3,1.2777759E-3,1.4109652E-3,1.5075721E-3,1.5403802E-3,1.4734789E-3,1.4515877E-3,1.5949650E-3,1.7031908E-3,1.7314932E-3,1.6626409E-3
90.000000E-3,444.80266E-6,509.71359E-6,538.56323E-6,575.66732E-6,545.37477E-6,809.08472E-6,914.29937E-6,968.51049E-6,1.0175661E-3,970.31479E-6,1.1155411E-3,1.2471098E-3,1.3224803E-3,1.3725175E-3,1.3159589E-3,1.3794241E-3,1.5291750E-3,1.6221619E-3,1.6683441E-3,1.6069218E-3,1.6111276E-3,1.7740492E-3,1.8819091E-3,1.9220839E-3,1.8584782E-3,1.8178634E-3,1.9907310E-3,2.1113737E-3,2.1446071E-3,2.0805034E-3
