VCE ,leafValue( DP3_IC1 "Ibpol" 2e-06 "mcparamset" 1 ) (A),leafValue( DP3_IC1 "Ibpol" 2e-06 "mcparamset" 2 ) (A),leafValue( DP3_IC1 "Ibpol" 2e-06 "mcparamset" 3 ) (A),leafValue( DP3_IC1 "Ibpol" 2e-06 "mcparamset" 4 ) (A),leafValue( DP3_IC1 "Ibpol" 2e-06 "mcparamset" 5 ) (A),leafValue( DP3_IC1 "Ibpol" 4e-06 "mcparamset" 1 ) (A),leafValue( DP3_IC1 "Ibpol" 4e-06 "mcparamset" 2 ) (A),leafValue( DP3_IC1 "Ibpol" 4e-06 "mcparamset" 3 ) (A),leafValue( DP3_IC1 "Ibpol" 4e-06 "mcparamset" 4 ) (A),leafValue( DP3_IC1 "Ibpol" 4e-06 "mcparamset" 5 ) (A),leafValue( DP3_IC1 "Ibpol" 6e-06 "mcparamset" 1 ) (A),leafValue( DP3_IC1 "Ibpol" 6e-06 "mcparamset" 2 ) (A),leafValue( DP3_IC1 "Ibpol" 6e-06 "mcparamset" 3 ) (A),leafValue( DP3_IC1 "Ibpol" 6e-06 "mcparamset" 4 ) (A),leafValue( DP3_IC1 "Ibpol" 6e-06 "mcparamset" 5 ) (A),leafValue( DP3_IC1 "Ibpol" 8e-06 "mcparamset" 1 ) (A),leafValue( DP3_IC1 "Ibpol" 8e-06 "mcparamset" 2 ) (A),leafValue( DP3_IC1 "Ibpol" 8e-06 "mcparamset" 3 ) (A),leafValue( DP3_IC1 "Ibpol" 8e-06 "mcparamset" 4 ) (A),leafValue( DP3_IC1 "Ibpol" 8e-06 "mcparamset" 5 ) (A),leafValue( DP3_IC1 "Ibpol" 1e-05 "mcparamset" 1 ) (A),leafValue( DP3_IC1 "Ibpol" 1e-05 "mcparamset" 2 ) (A),leafValue( DP3_IC1 "Ibpol" 1e-05 "mcparamset" 3 ) (A),leafValue( DP3_IC1 "Ibpol" 1e-05 "mcparamset" 4 ) (A),leafValue( DP3_IC1 "Ibpol" 1e-05 "mcparamset" 5 ) (A),leafValue( DP3_IC1 "Ibpol" 1.2e-05 "mcparamset" 1 ) (A),leafValue( DP3_IC1 "Ibpol" 1.2e-05 "mcparamset" 2 ) (A),leafValue( DP3_IC1 "Ibpol" 1.2e-05 "mcparamset" 3 ) (A),leafValue( DP3_IC1 "Ibpol" 1.2e-05 "mcparamset" 4 ) (A),leafValue( DP3_IC1 "Ibpol" 1.2e-05 "mcparamset" 5 ) (A)
0.0000000,-1.7643914E-6,-1.9094230E-6,-2.0551644E-6,-2.1077320E-6,-1.9448624E-6,-3.5196847E-6,-3.8070683E-6,-4.0953035E-6,-4.1988513E-6,-3.8777579E-6,-5.2468310E-6,-5.6701552E-6,-6.0939029E-6,-6.2456616E-6,-5.7750869E-6,-6.9447747E-6,-7.4976552E-6,-8.0500634E-6,-8.2473718E-6,-7.6358219E-6,-8.6144112E-6,-9.2908397E-6,-9.9655256E-6,-10.205931E-6,-9.4613080E-6,-10.257089E-6,-11.051486E-6,-11.842575E-6,-12.123835E-6,-11.253406E-6
10.000000E-3,9.1995721E-6,10.432761E-6,11.675369E-6,12.120732E-6,10.730308E-6,18.014490E-6,20.388163E-6,22.773507E-6,23.625227E-6,20.964706E-6,26.537026E-6,29.978877E-6,33.429076E-6,34.656836E-6,30.820631E-6,34.808613E-6,39.256975E-6,43.705963E-6,45.284193E-6,40.352524E-6,42.857495E-6,48.258397E-6,53.648707E-6,55.555288E-6,49.597984E-6,50.705199E-6,57.010683E-6,63.291572E-6,65.507073E-6,58.585812E-6
20.000000E-3,24.951556E-6,28.175526E-6,31.357319E-6,32.559401E-6,29.013773E-6,48.827308E-6,55.009474E-6,61.094798E-6,63.381904E-6,56.631428E-6,71.842395E-6,80.768121E-6,89.532777E-6,92.811603E-6,83.131790E-6,94.110316E-6,105.59604E-6,116.84941E-6,121.04141E-6,108.66656E-6,115.71253E-6,129.59801E-6,143.17478E-6,148.21244E-6,133.34563E-6,136.71281E-6,152.85633E-6,168.61125E-6,174.43573E-6,157.25525E-6
30.000000E-3,47.362885E-6,53.441263E-6,59.270855E-6,61.632727E-6,55.175459E-6,92.419042E-6,103.99141E-6,115.06414E-6,119.51633E-6,107.32931E-6,135.59705E-6,152.18956E-6,168.03074E-6,174.35764E-6,157.02996E-6,177.14384E-6,198.35461E-6,218.56376E-6,226.58641E-6,204.61397E-6,217.24162E-6,242.72353E-6,266.95689E-6,276.52382E-6,250.33113E-6,256.03492E-6,285.48448E-6,313.44345E-6,324.42479E-6,294.37949E-6
40.000000E-3,78.807541E-6,88.935278E-6,98.264315E-6,102.41565E-6,92.177182E-6,153.11311E-6,172.19661E-6,189.74707E-6,197.46707E-6,178.37758E-6,223.72688E-6,250.82373E-6,275.70400E-6,286.53831E-6,259.70977E-6,291.14932E-6,325.47326E-6,356.94184E-6,370.52251E-6,336.87377E-6,355.75770E-6,396.64183E-6,434.07285E-6,450.09643E-6,410.39803E-6,417.85374E-6,464.72573E-6,507.58517E-6,525.79790E-6,480.70326E-6
50.000000E-3,122.08293E-6,137.87086E-6,151.61638E-6,158.53402E-6,143.66574E-6,235.80760E-6,265.14206E-6,290.68462E-6,303.30993E-6,276.02474E-6,342.67547E-6,383.78718E-6,419.57713E-6,436.99585E-6,399.22038E-6,443.67206E-6,495.12214E-6,539.89771E-6,561.39667E-6,514.67971E-6,539.55269E-6,600.15352E-6,652.87514E-6,677.88810E-6,623.49042E-6,630.92342E-6,699.68326E-6,759.48572E-6,787.55642E-6,726.51564E-6
60.000000E-3,180.11797E-6,203.66206E-6,222.63221E-6,233.79834E-6,213.74909E-6,345.33024E-6,388.28719E-6,423.02557E-6,442.90642E-6,406.81558E-6,498.37422E-6,557.57422E-6,605.57420E-6,632.39981E-6,583.33507E-6,641.14565E-6,714.10244E-6,773.37850E-6,805.83881E-6,746.17805E-6,775.11392E-6,859.85172E-6,928.81875E-6,965.92706E-6,897.53198E-6,901.45435E-6,996.38368E-6,1.0737643E-3,1.1147646E-3,1.0391093E-3
70.000000E-3,255.38666E-6,289.28996E-6,313.90366E-6,331.47562E-6,306.42781E-6,485.33946E-6,545.82582E-6,590.19672E-6,620.53132E-6,576.37893E-6,694.69956E-6,776.35779E-6,836.73676E-6,876.55960E-6,817.73079E-6,886.98880E-6,985.77170E-6,1.0592814E-3,1.1063302E-3,1.0361160E-3,1.0649536E-3,1.1778004E-3,1.2622284E-3,1.3149124E-3,1.2357738E-3,1.2307690E-3,1.3553327E-3,1.4489626E-3,1.5061392E-3,1.4199394E-3
80.000000E-3,349.05332E-6,396.36218E-6,426.31699E-6,453.24310E-6,424.63231E-6,656.96568E-6,739.20611E-6,792.44860E-6,837.28915E-6,787.77359E-6,931.84230E-6,1.0402516E-3,1.1116437E-3,1.1686689E-3,1.1039257E-3,1.1798898E-3,1.3082861E-3,1.3940019E-3,1.4595751E-3,1.3836652E-3,1.4059631E-3,1.5499484E-3,1.6471603E-3,1.7189328E-3,1.6347581E-3,1.6138481E-3,1.7702405E-3,1.8768422E-3,1.9532552E-3,1.8629152E-3
90.000000E-3,460.08340E-6,524.11077E-6,558.13292E-6,598.12022E-6,569.03394E-6,857.70799E-6,965.95315E-6,1.0259242E-3,1.0899936E-3,1.0399549E-3,1.2053569E-3,1.3443921E-3,1.4239058E-3,1.5026377E-3,1.4379352E-3,1.5132269E-3,1.6741933E-3,1.7685703E-3,1.8565458E-3,1.7816282E-3,1.7893329E-3,1.9663626E-3,2.0722639E-3,2.1663204E-3,2.0842703E-3,2.0398136E-3,2.2289388E-3,2.3439695E-3,2.4421970E-3,2.3551689E-3
