VCE ,leafValue( DP1_IC2 "Ibpol" 2e-06 "mcparamset" 1 ) (A),leafValue( DP1_IC2 "Ibpol" 2e-06 "mcparamset" 2 ) (A),leafValue( DP1_IC2 "Ibpol" 2e-06 "mcparamset" 3 ) (A),leafValue( DP1_IC2 "Ibpol" 2e-06 "mcparamset" 4 ) (A),leafValue( DP1_IC2 "Ibpol" 2e-06 "mcparamset" 5 ) (A),leafValue( DP1_IC2 "Ibpol" 4e-06 "mcparamset" 1 ) (A),leafValue( DP1_IC2 "Ibpol" 4e-06 "mcparamset" 2 ) (A),leafValue( DP1_IC2 "Ibpol" 4e-06 "mcparamset" 3 ) (A),leafValue( DP1_IC2 "Ibpol" 4e-06 "mcparamset" 4 ) (A),leafValue( DP1_IC2 "Ibpol" 4e-06 "mcparamset" 5 ) (A),leafValue( DP1_IC2 "Ibpol" 6e-06 "mcparamset" 1 ) (A),leafValue( DP1_IC2 "Ibpol" 6e-06 "mcparamset" 2 ) (A),leafValue( DP1_IC2 "Ibpol" 6e-06 "mcparamset" 3 ) (A),leafValue( DP1_IC2 "Ibpol" 6e-06 "mcparamset" 4 ) (A),leafValue( DP1_IC2 "Ibpol" 6e-06 "mcparamset" 5 ) (A),leafValue( DP1_IC2 "Ibpol" 8e-06 "mcparamset" 1 ) (A),leafValue( DP1_IC2 "Ibpol" 8e-06 "mcparamset" 2 ) (A),leafValue( DP1_IC2 "Ibpol" 8e-06 "mcparamset" 3 ) (A),leafValue( DP1_IC2 "Ibpol" 8e-06 "mcparamset" 4 ) (A),leafValue( DP1_IC2 "Ibpol" 8e-06 "mcparamset" 5 ) (A),leafValue( DP1_IC2 "Ibpol" 1e-05 "mcparamset" 1 ) (A),leafValue( DP1_IC2 "Ibpol" 1e-05 "mcparamset" 2 ) (A),leafValue( DP1_IC2 "Ibpol" 1e-05 "mcparamset" 3 ) (A),leafValue( DP1_IC2 "Ibpol" 1e-05 "mcparamset" 4 ) (A),leafValue( DP1_IC2 "Ibpol" 1e-05 "mcparamset" 5 ) (A),leafValue( DP1_IC2 "Ibpol" 1.2e-05 "mcparamset" 1 ) (A),leafValue( DP1_IC2 "Ibpol" 1.2e-05 "mcparamset" 2 ) (A),leafValue( DP1_IC2 "Ibpol" 1.2e-05 "mcparamset" 3 ) (A),leafValue( DP1_IC2 "Ibpol" 1.2e-05 "mcparamset" 4 ) (A),leafValue( DP1_IC2 "Ibpol" 1.2e-05 "mcparamset" 5 ) (A)
100.00000E-3,399.51222E-6,456.88803E-6,482.10047E-6,516.09913E-6,501.59216E-6,747.81067E-6,845.49766E-6,890.73010E-6,945.86497E-6,918.93130E-6,1.0539399E-3,1.1801487E-3,1.2410483E-3,1.3094219E-3,1.2726305E-3,1.3260677E-3,1.4728762E-3,1.5461010E-3,1.6230010E-3,1.5786281E-3,1.5707314E-3,1.7327925E-3,1.8158478E-3,1.8984285E-3,1.8482913E-3,1.7930223E-3,1.9666609E-3,2.0576872E-3,2.1441813E-3,2.0896829E-3
110.00000E-3,490.01826E-6,562.60949E-6,588.23836E-6,634.23795E-6,626.68098E-6,912.31275E-6,1.0335914E-3,1.0801382E-3,1.1528311E-3,1.1355129E-3,1.2782626E-3,1.4319639E-3,1.4948917E-3,1.5827876E-3,1.5566127E-3,1.5990351E-3,1.7747025E-3,1.8503700E-3,1.9470582E-3,1.9137377E-3,1.8838041E-3,2.0747586E-3,2.1604294E-3,2.2623385E-3,2.2235169E-3,2.1397131E-3,2.3416166E-3,2.4352671E-3,2.5403572E-3,2.4973950E-3
120.00000E-3,583.12430E-6,672.59561E-6,696.80488E-6,757.03296E-6,760.81232E-6,1.0826477E-3,1.2300076E-3,1.2753256E-3,1.3686361E-3,1.3665704E-3,1.5107596E-3,1.6943896E-3,1.7566239E-3,1.8669619E-3,1.8569608E-3,1.8813882E-3,2.0878756E-3,2.1632803E-3,2.2822003E-3,2.2650253E-3,2.2065689E-3,2.4278012E-3,2.5134622E-3,2.6366385E-3,2.6137086E-3,2.4957825E-3,2.7267992E-3,2.8205467E-3,2.9457367E-3,2.9184113E-3
130.00000E-3,674.28726E-6,781.74838E-6,802.73236E-6,878.99169E-6,898.40619E-6,1.2521968E-3,1.4277902E-3,1.4693472E-3,1.5861304E-3,1.6048584E-3,1.7440950E-3,1.9600136E-3,2.0189372E-3,2.1545745E-3,2.1659867E-3,2.1656555E-3,2.4050108E-3,2.4776812E-3,2.6212557E-3,2.6247733E-3,2.5316465E-3,2.7847282E-3,2.8681058E-3,3.0144765E-3,3.0113031E-3,2.8540328E-3,3.1152699E-3,3.2070332E-3,3.3538202E-3,3.3454147E-3
140.00000E-3,759.34892E-6,885.19091E-6,901.45080E-6,994.86491E-6,1.0335452E-3,1.4147238E-3,1.6202608E-3,1.6557715E-3,1.7985304E-3,1.8431320E-3,1.9715013E-3,2.2220436E-3,2.2752917E-3,2.4390340E-3,2.4766383E-3,2.4452426E-3,2.7197433E-3,2.7875244E-3,2.9582427E-3,2.9864488E-3,2.8528490E-3,3.1397065E-3,3.2189129E-3,3.3905025E-3,3.4103233E-3,3.2087276E-3,3.5017080E-3,3.5898467E-3,3.7598280E-3,3.7729555E-3
150.00000E-3,835.16498E-6,978.97750E-6,989.51742E-6,1.1003628E-3,1.1608045E-3,1.5650060E-3,1.8016042E-3,1.8291972E-3,1.9999213E-3,2.0747768E-3,2.1871922E-3,2.4746402E-3,2.5201577E-3,2.7147574E-3,2.7828933E-3,2.7146461E-3,3.0268675E-3,3.0879017E-3,3.2884019E-3,3.3448905E-3,3.1652399E-3,3.4882503E-3,3.5617191E-3,3.7607500E-3,3.8063844E-3,3.5555291E-3,3.8822744E-3,3.9654956E-3,4.1604617E-3,4.1973039E-3
160.00000E-3,899.93509E-6,1.0605383E-3,1.0649430E-3,1.1926120E-3,1.2759037E-3,1.6992279E-3,1.9672264E-3,1.9855538E-3,2.1855330E-3,2.2941455E-3,2.3865360E-3,2.7129870E-3,2.7490398E-3,2.9771416E-3,3.0797943E-3,2.9694093E-3,3.3222054E-3,3.3748676E-3,3.6079868E-3,3.6961526E-3,3.4649412E-3,3.8269636E-3,3.8933464E-3,4.1223190E-3,4.1964044E-3,3.8912040E-3,4.2542689E-3,4.3315050E-3,4.5535148E-3,4.6160631E-3
170.00000E-3,953.19885E-6,1.1287970E-3,1.1271900E-3,1.2702996E-3,1.3760871E-3,1.8151569E-3,2.1139433E-3,2.1222489E-3,2.3518781E-3,2.4966949E-3,2.5661087E-3,2.9332375E-3,2.9584247E-3,3.2224301E-3,3.3632862E-3,3.2059769E-3,3.6023683E-3,3.6452005E-3,3.9139744E-3,4.0371950E-3,3.7488540E-3,4.1532076E-3,4.2112707E-3,4.4730171E-3,4.5782182E-3,4.2132688E-3,4.6157472E-3,4.6860388E-3,4.9374792E-3,5.0277380E-3
180.00000E-3,995.57173E-6,1.1839949E-3,1.1769072E-3,1.3335289E-3,1.4602108E-3,1.9121243E-3,2.2400521E-3,2.2381914E-3,2.4968215E-3,2.6790394E-3,2.7237165E-3,3.1324614E-3,3.1457517E-3,3.4475932E-3,3.6300055E-3,3.4215708E-3,3.8645316E-3,3.8962073E-3,4.2038000E-3,4.3655589E-3,4.0144080E-3,4.4647936E-3,4.5133384E-3,4.8110454E-3,4.9502163E-3,4.5196743E-3,4.9651853E-3,5.0275879E-3,5.3112201E-3,5.4313621E-3
190.00000E-3,1.0283554E-3,1.2273240E-3,1.2155252E-3,1.3834693E-3,1.5285665E-3,1.9908256E-3,2.3452887E-3,2.3336878E-3,2.6195963E-3,2.8389955E-3,2.8584117E-3,3.3086476E-3,3.3094431E-3,3.6502877E-3,3.8771177E-3,3.6141496E-3,4.1062895E-3,4.1256232E-3,4.4751705E-3,4.6790971E-3,4.2594011E-3,4.7597525E-3,4.7975700E-3,5.1347611E-3,5.3110564E-3,4.8085748E-3,5.3012251E-3,5.3547424E-3,5.6737349E-3,5.8262149E-3
200.00000E-3,1.0531554E-3,1.2605040E-3,1.2448437E-3,1.4219232E-3,1.5825164E-3,2.0529771E-3,2.4306531E-3,2.4101985E-3,2.7207278E-3,2.9756234E-3,2.9704666E-3,3.4607665E-3,3.4489685E-3,3.8289111E-3,4.1022524E-3,3.7824589E-3,4.3256173E-3,4.3316247E-3,4.7259763E-3,4.9757878E-3,4.4819513E-3,5.0361950E-3,5.0620592E-3,5.4425205E-3,5.6594564E-3,5.0781963E-3,5.6225007E-3,5.6660443E-3,6.0239885E-3,6.2116252E-3
210.00000E-3,1.0715896E-3,1.2854114E-3,1.2667036E-3,1.4509247E-3,1.6240518E-3,2.1008986E-3,2.4981047E-3,2.4699802E-3,2.8018331E-3,3.0892188E-3,3.0612512E-3,3.5888372E-3,3.5648785E-3,3.9827180E-3,4.3035477E-3,3.9261324E-3,4.5209418E-3,4.5129404E-3,4.9543081E-3,5.2536361E-3,4.6805597E-3,5.2922636E-3,5.3049689E-3,5.7325978E-3,5.9940580E-3,5.3268007E-3,5.9275359E-3,5.9599130E-3,6.3608096E-3,6.5868426E-3
220.00000E-3,1.0851127E-3,1.3038236E-3,1.2827804E-3,1.4724448E-3,1.6553847E-3,2.1371146E-3,2.5501760E-3,2.5156852E-3,2.8652991E-3,3.1811953E-3,3.1329866E-3,3.6939265E-3,3.6587335E-3,4.1119334E-3,4.4797847E-3,4.0457718E-3,4.6912932E-3,4.6690204E-3,5.1585690E-3,5.5106631E-3,4.8542598E-3,5.5261752E-3,5.5246187E-3,6.0031719E-3,6.3133484E-3,5.5527440E-3,6.2147046E-3,6.2346335E-3,6.6828332E-3,6.9509569E-3
230.00000E-3,1.0949395E-3,1.3172802E-3,1.2944865E-3,1.4882196E-3,1.6786451E-3,2.1640480E-3,2.5895882E-3,2.5500032E-3,2.9139033E-3,3.2538314E-3,3.1884063E-3,3.7780180E-3,3.7328953E-3,4.2177799E-3,4.6305602E-3,4.1429266E-3,4.8364846E-3,4.8001921E-3,5.3376617E-3,5.7449810E-3,5.0028028E-3,5.7363491E-3,5.7196534E-3,6.2523833E-3,6.6156299E-3,5.7546195E-3,6.4822487E-3,6.4884086E-3,6.9884817E-3,7.3028501E-3
240.00000E-3,1.1020349E-3,1.3270365E-3,1.3029522E-3,1.4996822E-3,1.6957051E-3,2.1838329E-3,2.6189462E-3,2.5754059E-3,2.9504611E-3,3.3099216E-3,3.2304004E-3,3.8437493E-3,3.7902115E-3,4.3023618E-3,4.7564223E-3,4.2199312E-3,4.9572423E-3,4.9077240E-3,5.4912040E-3,5.9549486E-3,5.1268082E-3,5.9216035E-3,5.8892640E-3,6.4784604E-3,6.8990377E-3,5.9314633E-3,6.7283560E-3,6.7194762E-3,7.2759832E-3,7.6411728E-3
250.00000E-3,1.1071383E-3,1.3340732E-3,1.3090487E-3,1.5079632E-3,1.7081096E-3,2.1982374E-3,2.6405474E-3,2.5940089E-3,2.9775666E-3,3.3524118E-3,3.2617220E-3,3.8940744E-3,3.8336703E-3,4.3684083E-3,4.8588892E-3,4.2796214E-3,5.0552127E-3,4.9937396E-3,5.6197013E-3,6.1393898E-3,5.2278002E-3,6.0813860E-3,6.0334065E-3,6.6799122E-3,7.1616069E-3,6.0829809E-3,6.9513016E-3,6.9262907E-3,7.5434304E-3,7.9643390E-3
260.00000E-3,1.1108029E-3,1.3391342E-3,1.3134303E-3,1.5139258E-3,1.7170775E-3,2.2086618E-3,2.6562995E-3,2.6075296E-3,2.9974473E-3,3.3841012E-3,3.2847987E-3,3.9319378E-3,3.8661110E-3,4.4189390E-3,4.9403064E-3,4.3250028E-3,5.1328102E-3,5.0609803E-3,5.7246007E-3,6.2978329E-3,5.3080880E-3,6.2159749E-3,6.1529469E-3,6.8557662E-3,7.4013978E-3,6.2097272E-3,7.1496495E-3,7.1077549E-3,7.7888905E-3,8.2705433E-3
270.00000E-3,1.1134349E-3,1.3427714E-3,1.3165796E-3,1.5182140E-3,1.7235396E-3,2.2161796E-3,2.6677173E-3,2.6173094E-3,3.0119179E-3,3.4074525E-3,3.3016493E-3,3.9600315E-3,3.8900355E-3,4.4569426E-3,5.0035670E-3,4.3589585E-3,5.1929350E-3,5.1124826E-3,5.8081802E-3,6.4307037E-3,5.3705070E-3,6.3265774E-3,6.2496628E-3,7.0058059E-3,7.6166826E-3,6.3131660E-3,7.3224938E-3,7.2634642E-3,8.0105712E-3,8.5578052E-3
280.00000E-3,1.1153294E-3,1.3453884E-3,1.3188474E-3,1.5213005E-3,1.7281910E-3,2.2215945E-3,2.6759651E-3,2.6243664E-3,3.0223996E-3,3.4245100E-3,3.3138803E-3,3.9806595E-3,3.9075251E-3,4.4851387E-3,5.0517697E-3,4.3840497E-3,5.2386414E-3,5.1512592E-3,5.8732898E-3,6.5393950E-3,5.4180945E-3,6.4152684E-3,6.3260764E-3,7.1307371E-3,7.8061830E-3,6.3955666E-3,7.4696932E-3,7.3938972E-3,8.2070421E-3,8.8240529E-3
290.00000E-3,1.1166987E-3,1.3472773E-3,1.3204869E-3,1.5235281E-3,1.7315421E-3,2.2254981E-3,2.6819161E-3,2.6294580E-3,3.0299740E-3,3.4368982E-3,3.3227284E-3,3.9956955E-3,3.9202365E-3,4.5058470E-3,5.0879106E-3,4.4024221E-3,5.2728468E-3,5.1800584E-3,5.9230181E-3,6.6261666E-3,5.4537913E-3,6.4847682E-3,6.3851607E-3,7.2322126E-3,7.9693236E-3,6.4597519E-3,7.5920275E-3,7.5004814E-3,8.3774843E-3,9.0672571E-3
300.00000E-3,1.1176944E-3,1.3486478E-3,1.3216794E-3,1.5251436E-3,1.7339635E-3,2.2283205E-3,2.6862143E-3,2.6331386E-3,3.0354470E-3,3.4458670E-3,3.3291232E-3,4.0066068E-3,3.9294465E-3,4.5209503E-3,5.1146688E-3,4.4157936E-3,5.2981362E-3,5.2012307E-3,5.9603795E-3,6.6938880E-3,5.4802305E-3,6.5381234E-3,6.4300054E-3,7.3126845E-3,8.1064375E-3,6.5087740E-3,7.6912105E-3,7.5854887E-3,8.5219171E-3,9.2856230E-3
310.00000E-3,1.1184250E-3,1.3496497E-3,1.3225541E-3,1.5263235E-3,1.7357218E-3,2.2303715E-3,2.6893287E-3,2.6358106E-3,3.0394099E-3,3.4523551E-3,3.3337509E-3,4.0145100E-3,3.9361149E-3,4.5319202E-3,5.1342988E-3,4.4254933E-3,5.3166704E-3,5.2166878E-3,5.9880899E-3,6.7456988E-3,5.4996317E-3,6.5783820E-3,6.4635319E-3,7.3751164E-3,8.2188498E-3,6.5456080E-3,7.7697308E-3,7.6517782E-3,8.6413284E-3,9.4778298E-3
320.00000E-3,1.1189671E-3,1.3503895E-3,1.3232030E-3,1.5271938E-3,1.7370080E-3,2.2318736E-3,2.6915977E-3,2.6377630E-3,3.0422921E-3,3.4570557E-3,3.3371119E-3,4.0202372E-3,3.9409514E-3,4.5398757E-3,5.1486121E-3,4.4325242E-3,5.3301772E-3,5.2279270E-3,6.0084496E-3,6.7846847E-3,5.5137818E-3,6.6083434E-3,6.4883085E-3,7.4226420E-3,8.3087866E-3,6.5729319E-3,7.8305588E-3,7.7024604E-3,8.7376457E-3,9.6432849E-3
330.00000E-3,1.1193755E-3,1.3509432E-3,1.3236914E-3,1.5278438E-3,1.7379583E-3,2.2329850E-3,2.6932643E-3,2.6392030E-3,3.0444026E-3,3.4604743E-3,3.3395678E-3,4.0243995E-3,3.9444736E-3,4.5456505E-3,5.1590148E-3,4.4376291E-3,5.3399922E-3,5.2360880E-3,6.0233157E-3,6.8136406E-3,5.5240686E-3,6.6304140E-3,6.5064701E-3,7.4582624E-3,8.3791221E-3,6.5930123E-3,7.8768083E-3,7.7405799E-3,8.8135353E-3,9.7823280E-3
340.00000E-3,1.1196886E-3,1.3513644E-3,1.3240657E-3,1.5283372E-3,1.7386696E-3,2.2338188E-3,2.6945019E-3,2.6402782E-3,3.0459631E-3,3.4629760E-3,3.3413783E-3,4.0274410E-3,3.9470559E-3,4.5498566E-3,5.1665703E-3,4.4413511E-3,5.3471229E-3,5.2420208E-3,6.0341346E-3,6.8349430E-3,5.5315426E-3,6.6465598E-3,6.5197159E-3,7.4846427E-3,8.4330348E-3,6.6076800E-3,7.9114419E-3,7.7688854E-3,8.8720829E-3,9.8963105E-3
350.00000E-3,1.1199340E-3,1.3516913E-3,1.3243586E-3,1.5287189E-3,1.7392108E-3,2.2344550E-3,2.6954341E-3,2.6410938E-3,3.0471316E-3,3.4648233E-3,3.3427289E-3,4.0296815E-3,3.9489673E-3,4.5529385E-3,5.1720680E-3,4.4440835E-3,5.3523154E-3,5.2463501E-3,6.0420033E-3,6.8505168E-3,5.5369840E-3,6.6583253E-3,6.5293558E-3,7.5040148E-3,8.4736725E-3,6.6183606E-3,7.9370765E-3,7.7897089E-3,8.9164493E-3,9.9874987E-3
360.00000E-3,1.1201310E-3,1.3519510E-3,1.3245934E-3,1.5290211E-3,1.7396308E-3,2.2349504E-3,2.6961487E-3,2.6417244E-3,3.0480209E-3,3.4662039E-3,3.3437520E-3,4.0313505E-3,3.9504002E-3,4.5552166E-3,5.1760860E-3,4.4461093E-3,5.3561154E-3,5.2495297E-3,6.0477380E-3,6.8618648E-3,5.5409641E-3,6.6668895E-3,6.5363753E-3,7.5181656E-3,8.5039033E-3,6.6261352E-3,7.9558961E-3,7.8049367E-3,8.9495895E-3,10.058814E-3
370.00000E-3,1.1202934E-3,1.3521625E-3,1.3247867E-3,1.5292663E-3,1.7399641E-3,2.2353456E-3,2.6967082E-3,2.6422229E-3,3.0487111E-3,3.4672516E-3,3.3445417E-3,4.0326119E-3,3.9514919E-3,4.5569209E-3,5.1790437E-3,4.4476308E-3,5.3589180E-3,5.2518871E-3,6.0519370E-3,6.8701293E-3,5.5438974E-3,6.6731336E-3,6.5415033E-3,7.5284784E-3,8.5261773E-3,6.6318079E-3,7.9696440E-3,7.8160396E-3,8.9740786E-3,10.113485E-3
380.00000E-3,1.1204310E-3,1.3523395E-3,1.3249501E-3,1.5294706E-3,1.7402354E-3,2.2356689E-3,2.6971570E-3,2.6426272E-3,3.0492590E-3,3.4680619E-3,3.3451648E-3,4.0335826E-3,3.9523402E-3,4.5582155E-3,5.1812429E-3,4.4487928E-3,5.3610077E-3,5.2536573E-3,6.0550349E-3,6.8761609E-3,5.5460823E-3,6.6777058E-3,6.5452722E-3,7.5359976E-3,8.5424861E-3,6.6359684E-3,7.9796672E-3,7.8241340E-3,8.9920429E-3,10.154703E-3
390.00000E-3,1.1205506E-3,1.3524916E-3,1.3250919E-3,1.5296455E-3,1.7404622E-3,2.2359409E-3,2.6975264E-3,2.6429639E-3,3.0497051E-3,3.4687025E-3,3.3456690E-3,4.0343457E-3,3.9530146E-3,4.5592178E-3,5.1829003E-3,4.4496981E-3,5.3625882E-3,5.2550081E-3,6.0573450E-3,6.8805845E-3,5.5477327E-3,6.6810783E-3,6.5480676E-3,7.5414977E-3,8.5543890E-3,6.6390447E-3,7.9869808E-3,7.8300509E-3,9.0051663E-3,10.185377E-3
400.00000E-3,1.1206572E-3,1.3526258E-3,1.3252182E-3,1.5297992E-3,1.7406569E-3,2.2361758E-3,2.6978388E-3,2.6432519E-3,3.0500782E-3,3.4692216E-3,3.3460879E-3,4.0349603E-3,3.9535645E-3,4.5600109E-3,5.1841706E-3,4.4504201E-3,5.3638051E-3,5.2560595E-3,6.0590920E-3,6.8838542E-3,5.5490015E-3,6.6835917E-3,6.5501668E-3,7.5455455E-3,8.5630733E-3,6.6413453E-3,7.9923369E-3,7.8344001E-3,9.0147419E-3,10.207989E-3
410.00000E-3,1.1207544E-3,1.3527469E-3,1.3253330E-3,1.5299374E-3,1.7408284E-3,2.2363840E-3,2.6981103E-3,2.6435048E-3,3.0503987E-3,3.4696534E-3,3.3464456E-3,4.0354684E-3,3.9540252E-3,4.5606544E-3,5.1851641E-3,4.4510109E-3,5.3647621E-3,5.2568968E-3,6.0604366E-3,6.8862975E-3,5.5499978E-3,6.6854909E-3,6.5517684E-3,7.5485518E-3,8.5694249E-3,6.6430917E-3,7.9962854E-3,7.8376248E-3,9.0217404E-3,10.224557E-3
