VCE ,leafValue( DP3_IC1 "Ibpol" 2e-06 "mcparamset" 1 ) (A),leafValue( DP3_IC1 "Ibpol" 2e-06 "mcparamset" 2 ) (A),leafValue( DP3_IC1 "Ibpol" 2e-06 "mcparamset" 3 ) (A),leafValue( DP3_IC1 "Ibpol" 2e-06 "mcparamset" 4 ) (A),leafValue( DP3_IC1 "Ibpol" 2e-06 "mcparamset" 5 ) (A),leafValue( DP3_IC1 "Ibpol" 4e-06 "mcparamset" 1 ) (A),leafValue( DP3_IC1 "Ibpol" 4e-06 "mcparamset" 2 ) (A),leafValue( DP3_IC1 "Ibpol" 4e-06 "mcparamset" 3 ) (A),leafValue( DP3_IC1 "Ibpol" 4e-06 "mcparamset" 4 ) (A),leafValue( DP3_IC1 "Ibpol" 4e-06 "mcparamset" 5 ) (A),leafValue( DP3_IC1 "Ibpol" 6e-06 "mcparamset" 1 ) (A),leafValue( DP3_IC1 "Ibpol" 6e-06 "mcparamset" 2 ) (A),leafValue( DP3_IC1 "Ibpol" 6e-06 "mcparamset" 3 ) (A),leafValue( DP3_IC1 "Ibpol" 6e-06 "mcparamset" 4 ) (A),leafValue( DP3_IC1 "Ibpol" 6e-06 "mcparamset" 5 ) (A),leafValue( DP3_IC1 "Ibpol" 8e-06 "mcparamset" 1 ) (A),leafValue( DP3_IC1 "Ibpol" 8e-06 "mcparamset" 2 ) (A),leafValue( DP3_IC1 "Ibpol" 8e-06 "mcparamset" 3 ) (A),leafValue( DP3_IC1 "Ibpol" 8e-06 "mcparamset" 4 ) (A),leafValue( DP3_IC1 "Ibpol" 8e-06 "mcparamset" 5 ) (A),leafValue( DP3_IC1 "Ibpol" 1e-05 "mcparamset" 1 ) (A),leafValue( DP3_IC1 "Ibpol" 1e-05 "mcparamset" 2 ) (A),leafValue( DP3_IC1 "Ibpol" 1e-05 "mcparamset" 3 ) (A),leafValue( DP3_IC1 "Ibpol" 1e-05 "mcparamset" 4 ) (A),leafValue( DP3_IC1 "Ibpol" 1e-05 "mcparamset" 5 ) (A),leafValue( DP3_IC1 "Ibpol" 1.2e-05 "mcparamset" 1 ) (A),leafValue( DP3_IC1 "Ibpol" 1.2e-05 "mcparamset" 2 ) (A),leafValue( DP3_IC1 "Ibpol" 1.2e-05 "mcparamset" 3 ) (A),leafValue( DP3_IC1 "Ibpol" 1.2e-05 "mcparamset" 4 ) (A),leafValue( DP3_IC1 "Ibpol" 1.2e-05 "mcparamset" 5 ) (A)
0.0000000,-1.6730327E-6,-1.7818681E-6,-1.8890933E-6,-1.9297799E-6,-1.8103879E-6,-3.3420740E-6,-3.5594576E-6,-3.7733875E-6,-3.8541903E-6,-3.6167753E-6,-4.9885089E-6,-5.3100286E-6,-5.6259716E-6,-5.7449373E-6,-5.3954926E-6,-6.6105995E-6,-7.0315503E-6,-7.4445718E-6,-7.5997108E-6,-7.1444399E-6,-8.2086472E-6,-8.7244603E-6,-9.2298141E-6,-9.4192393E-6,-8.8640797E-6,-9.7835151E-6,-10.389866E-6,-10.983096E-6,-11.205051E-6,-10.555566E-6
10.000000E-3,7.0736341E-6,8.0680104E-6,9.0663182E-6,9.4281472E-6,8.3109896E-6,13.919385E-6,15.845631E-6,17.774507E-6,18.471362E-6,16.318872E-6,20.569004E-6,23.375100E-6,26.178412E-6,27.188110E-6,24.068287E-6,27.044578E-6,30.685138E-6,34.314188E-6,35.617587E-6,31.589471E-6,33.362634E-6,37.797328E-6,42.209103E-6,43.789386E-6,38.905137E-6,39.536445E-6,44.729022E-6,49.885090E-6,51.727307E-6,46.033529E-6
20.000000E-3,19.223824E-6,21.759691E-6,24.249815E-6,25.203956E-6,22.428986E-6,37.799906E-6,42.694361E-6,47.488190E-6,49.316787E-6,43.995406E-6,55.791916E-6,62.892065E-6,69.830002E-6,72.465448E-6,64.793177E-6,73.261126E-6,82.433429E-6,91.376958E-6,94.761143E-6,84.907559E-6,90.256298E-6,101.38258E-6,112.20990E-6,116.29217E-6,104.40625E-6,106.81769E-6,119.79234E-6,132.39532E-6,137.13106E-6,123.34494E-6
30.000000E-3,35.952139E-6,40.627690E-6,45.089433E-6,46.921553E-6,41.977563E-6,70.498883E-6,79.463203E-6,87.997106E-6,91.478283E-6,82.072498E-6,103.77605E-6,116.69687E-6,128.97056E-6,133.94720E-6,120.48954E-6,135.92121E-6,152.51148E-6,168.23951E-6,174.58171E-6,157.42330E-6,167.04557E-6,187.05428E-6,205.98854E-6,213.58495E-6,193.03017E-6,197.24137E-6,220.44694E-6,242.36974E-6,251.12385E-6,227.43907E-6
40.000000E-3,58.701635E-6,66.319991E-6,73.313268E-6,76.453977E-6,68.769529E-6,114.65049E-6,129.12234E-6,142.38255E-6,148.27834E-6,133.81374E-6,168.13706E-6,188.81638E-6,207.73281E-6,216.06817E-6,195.57837E-6,219.44718E-6,245.78580E-6,269.84234E-6,280.35701E-6,254.47640E-6,268.81255E-6,300.33965E-6,329.09512E-6,341.57139E-6,310.83932E-6,316.42507E-6,352.73224E-6,385.80589E-6,400.05938E-6,364.93896E-6
50.000000E-3,89.131627E-6,100.74747E-6,110.86487E-6,115.95890E-6,104.98185E-6,173.17752E-6,194.97682E-6,213.95541E-6,223.36462E-6,202.97609E-6,252.74310E-6,283.54638E-6,310.35106E-6,323.46059E-6,294.93502E-6,328.39693E-6,367.22775E-6,401.00181E-6,417.32167E-6,381.70320E-6,400.59865E-6,446.63853E-6,486.66517E-6,505.79872E-6,463.95287E-6,469.72659E-6,522.28206E-6,567.95554E-6,589.57730E-6,542.22920E-6
60.000000E-3,128.96423E-6,145.92284E-6,159.69317E-6,167.68809E-6,153.03747E-6,248.96100E-6,280.30564E-6,305.81774E-6,320.28292E-6,293.49274E-6,361.19883E-6,404.87822E-6,440.49758E-6,460.28296E-6,423.33849E-6,466.76544E-6,521.13437E-6,565.54077E-6,589.76953E-6,544.24874E-6,566.53491E-6,630.25678E-6,682.37333E-6,710.36536E-6,657.53694E-6,661.21977E-6,733.19561E-6,792.13504E-6,823.35419E-6,764.24990E-6
70.000000E-3,179.69662E-6,203.65094E-6,221.38950E-6,233.63236E-6,215.33121E-6,344.30513E-6,387.77807E-6,420.21676E-6,441.81761E-6,408.90039E-6,496.10131E-6,555.68587E-6,600.42434E-6,629.32072E-6,584.62132E-6,637.07203E-6,710.13881E-6,765.28688E-6,799.98933E-6,745.68912E-6,768.80223E-6,853.29524E-6,917.35352E-6,956.76589E-6,894.56098E-6,892.56808E-6,986.85762E-6,1.0586249E-3,1.1019245E-3,1.0331499E-3
80.000000E-3,242.18742E-6,275.07520E-6,296.70292E-6,315.01620E-6,293.77647E-6,460.27084E-6,518.73050E-6,557.82010E-6,589.21452E-6,551.55761E-6,658.22948E-6,736.86171E-6,790.15260E-6,831.09999E-6,780.68128E-6,839.48921E-6,934.30739E-6,999.28766E-6,1.0473956E-3,986.95482E-6,1.0067666E-3,1.1147899E-3,1.1895207E-3,1.2431344E-3,1.1747362E-3,1.1622197E-3,1.2811843E-3,1.3641557E-3,1.4221033E-3,1.3473225E-3
90.000000E-3,316.20316E-6,360.16877E-6,385.05596E-6,411.74934E-6,389.22634E-6,596.07131E-6,672.51649E-6,717.15872E-6,761.53610E-6,721.85052E-6,845.95762E-6,946.72287E-6,1.0070465E-3,1.0633743E-3,1.0106966E-3,1.0713761E-3,1.1907187E-3,1.2636208E-3,1.3282715E-3,1.2657091E-3,1.2766956E-3,1.4105315E-3,1.4936695E-3,1.5643045E-3,1.4941548E-3,1.4653438E-3,1.6107176E-3,1.7023128E-3,1.7773832E-3,1.7013572E-3
