VCE ,leafValue( DP1_IC1 "Ibpol" 2e-06 "mcparamset" 1 ) (A),leafValue( DP1_IC1 "Ibpol" 2e-06 "mcparamset" 2 ) (A),leafValue( DP1_IC1 "Ibpol" 2e-06 "mcparamset" 3 ) (A),leafValue( DP1_IC1 "Ibpol" 2e-06 "mcparamset" 4 ) (A),leafValue( DP1_IC1 "Ibpol" 2e-06 "mcparamset" 5 ) (A),leafValue( DP1_IC1 "Ibpol" 4e-06 "mcparamset" 1 ) (A),leafValue( DP1_IC1 "Ibpol" 4e-06 "mcparamset" 2 ) (A),leafValue( DP1_IC1 "Ibpol" 4e-06 "mcparamset" 3 ) (A),leafValue( DP1_IC1 "Ibpol" 4e-06 "mcparamset" 4 ) (A),leafValue( DP1_IC1 "Ibpol" 4e-06 "mcparamset" 5 ) (A),leafValue( DP1_IC1 "Ibpol" 6e-06 "mcparamset" 1 ) (A),leafValue( DP1_IC1 "Ibpol" 6e-06 "mcparamset" 2 ) (A),leafValue( DP1_IC1 "Ibpol" 6e-06 "mcparamset" 3 ) (A),leafValue( DP1_IC1 "Ibpol" 6e-06 "mcparamset" 4 ) (A),leafValue( DP1_IC1 "Ibpol" 6e-06 "mcparamset" 5 ) (A),leafValue( DP1_IC1 "Ibpol" 8e-06 "mcparamset" 1 ) (A),leafValue( DP1_IC1 "Ibpol" 8e-06 "mcparamset" 2 ) (A),leafValue( DP1_IC1 "Ibpol" 8e-06 "mcparamset" 3 ) (A),leafValue( DP1_IC1 "Ibpol" 8e-06 "mcparamset" 4 ) (A),leafValue( DP1_IC1 "Ibpol" 8e-06 "mcparamset" 5 ) (A),leafValue( DP1_IC1 "Ibpol" 1e-05 "mcparamset" 1 ) (A),leafValue( DP1_IC1 "Ibpol" 1e-05 "mcparamset" 2 ) (A),leafValue( DP1_IC1 "Ibpol" 1e-05 "mcparamset" 3 ) (A),leafValue( DP1_IC1 "Ibpol" 1e-05 "mcparamset" 4 ) (A),leafValue( DP1_IC1 "Ibpol" 1e-05 "mcparamset" 5 ) (A),leafValue( DP1_IC1 "Ibpol" 1.2e-05 "mcparamset" 1 ) (A),leafValue( DP1_IC1 "Ibpol" 1.2e-05 "mcparamset" 2 ) (A),leafValue( DP1_IC1 "Ibpol" 1.2e-05 "mcparamset" 3 ) (A),leafValue( DP1_IC1 "Ibpol" 1.2e-05 "mcparamset" 4 ) (A),leafValue( DP1_IC1 "Ibpol" 1.2e-05 "mcparamset" 5 ) (A)
0.0000000,-1.6686471E-6,-1.7803961E-6,-1.8837452E-6,-1.9172182E-6,-1.8128657E-6,-3.3332943E-6,-3.5564964E-6,-3.7627859E-6,-3.8292315E-6,-3.6217064E-6,-4.9755018E-6,-5.3056483E-6,-5.6103490E-6,-5.7081748E-6,-5.4027766E-6,-6.5935469E-6,-7.0258299E-6,-7.4241596E-6,-7.5517487E-6,-7.1539740E-6,-8.1877279E-6,-8.7174780E-6,-9.2048292E-6,-9.3606495E-6,-8.8757656E-6,-9.7588999E-6,-10.381697E-6,-10.953739E-6,-11.136365E-6,-10.569312E-6
10.000000E-3,7.0328507E-6,8.0511305E-6,9.0233026E-6,9.3160670E-6,8.3318906E-6,13.840222E-6,15.812947E-6,17.691628E-6,18.255505E-6,16.359270E-6,20.453468E-6,23.327504E-6,26.058277E-6,26.875334E-6,24.127018E-6,26.894427E-6,30.623415E-6,34.159034E-6,35.213796E-6,31.665529E-6,33.179441E-6,37.722179E-6,42.020887E-6,43.299757E-6,38.997634E-6,39.321630E-6,44.641079E-6,49.665547E-6,51.156435E-6,46.141675E-6
20.000000E-3,19.121498E-6,21.725759E-6,24.122213E-6,24.909204E-6,22.487384E-6,37.601964E-6,42.628745E-6,47.243687E-6,48.751768E-6,44.107760E-6,55.504182E-6,62.796735E-6,69.477620E-6,71.650897E-6,64.955707E-6,72.888723E-6,82.310141E-6,90.924391E-6,93.714847E-6,85.117006E-6,89.803793E-6,101.23291E-6,111.66381E-6,115.02961E-6,104.65977E-6,106.28918E-6,119.61773E-6,131.76154E-6,135.66584E-6,123.64002E-6
30.000000E-3,35.767342E-6,40.586275E-6,44.812841E-6,46.357305E-6,42.097220E-6,70.143622E-6,79.382919E-6,87.472231E-6,90.405663E-6,82.300752E-6,103.26275E-6,116.58008E-6,128.22091E-6,132.41302E-6,120.81708E-6,135.26069E-6,152.36039E-6,167.28474E-6,172.62549E-6,157.84226E-6,166.24738E-6,186.87094E-6,204.84536E-6,211.24053E-6,193.53377E-6,196.31400E-6,220.23322E-6,241.05252E-6,248.42051E-6,228.02142E-6
40.000000E-3,58.408806E-6,66.297946E-6,72.775030E-6,75.490130E-6,68.990593E-6,114.09229E-6,129.07695E-6,141.37499E-6,146.46773E-6,134.23021E-6,167.33695E-6,188.74728E-6,206.31154E-6,213.50648E-6,196.16924E-6,218.42529E-6,245.69320E-6,268.05257E-6,277.12306E-6,255.22433E-6,267.58635E-6,300.22417E-6,326.97427E-6,337.73106E-6,311.72981E-6,315.00986E-6,352.59467E-6,383.38529E-6,395.66837E-6,365.95969E-6
50.000000E-3,88.701527E-6,100.80413E-6,109.87361E-6,114.40168E-6,105.37162E-6,172.36641E-6,195.07208E-6,212.13279E-6,220.48581E-6,203.69788E-6,251.59205E-6,283.66776E-6,307.82122E-6,319.44601E-6,295.94339E-6,326.94046E-6,367.36664E-6,397.86214E-6,412.31923E-6,382.96197E-6,398.86610E-6,446.78894E-6,482.99336E-6,499.92800E-6,465.43282E-6,467.74315E-6,522.43977E-6,563.81458E-6,582.93634E-6,543.90629E-6
60.000000E-3,128.36653E-6,146.17294E-6,157.93755E-6,165.25383E-6,153.70634E-6,247.84825E-6,280.73774E-6,302.66086E-6,315.87495E-6,294.70370E-6,359.63845E-6,405.44514E-6,436.20223E-6,454.24807E-6,424.99665E-6,464.81269E-6,521.80314E-6,560.30396E-6,582.37171E-6,546.28220E-6,564.23555E-6,631.00393E-6,676.34545E-6,701.80903E-6,659.89011E-6,658.61212E-6,734.00418E-6,785.43289E-6,813.80030E-6,766.87907E-6
70.000000E-3,178.90443E-6,204.29439E-6,218.39148E-6,229.91866E-6,216.45372E-6,342.85147E-6,388.87274E-6,414.96495E-6,435.26201E-6,410.87583E-6,494.09004E-6,557.10324E-6,593.44300E-6,620.54437E-6,587.26004E-6,634.58582E-6,711.79214E-6,756.94860E-6,789.43949E-6,748.85584E-6,765.90760E-6,855.12493E-6,907.92805E-6,944.77091E-6,898.15699E-6,889.31912E-6,988.82195E-6,1.0483114E-3,1.0887303E-3,1.0371017E-3
80.000000E-3,241.18332E-6,276.42790E-6,291.77971E-6,309.47855E-6,295.61449E-6,458.45561E-6,520.97561E-6,549.43950E-6,579.72406E-6,554.68518E-6,655.75280E-6,739.70602E-6,779.29408E-6,818.71845E-6,784.73929E-6,836.46684E-6,937.56330E-6,986.60703E-6,1.0328391E-3,991.70510E-6,1.0032888E-3,1.1183353E-3,1.1754646E-3,1.2268961E-3,1.1800169E-3,1.1583574E-3,1.2849382E-3,1.3490349E-3,1.4045314E-3,1.3530203E-3
90.000000E-3,314.98510E-6,362.68269E-6,377.31259E-6,403.69576E-6,392.14743E-6,593.89917E-6,676.57306E-6,704.35515E-6,748.16907E-6,726.63771E-6,843.03315E-6,951.73425E-6,990.89138E-6,1.0464178E-3,1.0167112E-3,1.0678512E-3,1.1963317E-3,1.2451886E-3,1.3088062E-3,1.2725618E-3,1.2726851E-3,1.4165314E-3,1.4736438E-3,1.5430224E-3,1.5016017E-3,1.4609354E-3,1.6169711E-3,1.6811383E-3,1.7547404E-3,1.7092409E-3
100.00000E-3,398.67595E-6,461.60411E-6,472.62867E-6,510.64709E-6,505.40976E-6,746.28456E-6,852.88241E-6,875.77818E-6,937.13463E-6,924.75319E-6,1.0518487E-3,1.1890240E-3,1.2229878E-3,1.2987045E-3,1.2794993E-3,1.3235119E-3,1.4825843E-3,1.5262813E-3,1.6110424E-3,1.5860475E-3,1.5677903E-3,1.7429651E-3,1.7950330E-3,1.8856658E-3,1.8560004E-3,1.7897584E-3,1.9770890E-3,2.0363143E-3,2.1308780E-3,2.0975414E-3
110.00000E-3,489.18187E-6,570.06649E-6,573.93183E-6,626.71663E-6,632.84776E-6,910.76462E-6,1.0449907E-3,1.0580001E-3,1.1411311E-3,1.1445913E-3,1.2761246E-3,1.4453395E-3,1.4687240E-3,1.5688165E-3,1.5669934E-3,1.5964122E-3,1.7890251E-3,1.8222250E-3,1.9318366E-3,1.9246655E-3,1.8807817E-3,2.0894980E-3,2.1313846E-3,2.2464120E-3,2.2346379E-3,2.1363592E-3,2.3564998E-3,2.4058846E-3,2.5240252E-3,2.5085429E-3
120.00000E-3,582.35510E-6,683.58230E-6,676.52021E-6,747.01487E-6,770.11379E-6,1.0811758E-3,1.2465047E-3,1.2443282E-3,1.3534059E-3,1.3798488E-3,1.5086829E-3,1.7133465E-3,1.7206230E-3,1.8492201E-3,1.8717074E-3,1.8788061E-3,2.1077823E-3,2.1252392E-3,2.2632933E-3,2.2801769E-3,2.2035689E-3,2.4479454E-3,2.4748250E-3,2.6172191E-3,2.6288311E-3,2.4924370E-3,2.7468549E-3,2.7819922E-3,2.9261240E-3,2.9333362E-3
130.00000E-3,673.65004E-6,796.96615E-6,775.55596E-6,866.11469E-6,911.61742E-6,1.2508983E-3,1.4504246E-3,1.4279624E-3,1.5668378E-3,1.6232820E-3,1.7421844E-3,1.9856007E-3,1.9714578E-3,2.1325562E-3,2.1859307E-3,2.1632145E-3,2.4314277E-3,2.4282420E-3,2.5982502E-3,2.6448179E-3,2.5287604E-3,2.8110569E-3,2.8185920E-3,2.9912451E-3,3.0309559E-3,2.8507778E-3,3.1411458E-3,3.1582342E-3,3.3306849E-3,3.3645367E-3
140.00000E-3,758.89540E-6,905.15187E-6,866.83818E-6,978.88089E-6,1.0513399E-3,1.4136843E-3,1.6499587E-3,1.6027313E-3,1.7746945E-3,1.8676067E-3,1.9698515E-3,2.2552580E-3,2.2148023E-3,2.4122396E-3,2.5025833E-3,2.4430316E-3,2.7535615E-3,2.7252344E-3,2.9307179E-3,3.0120212E-3,2.8501545E-3,3.1729633E-3,3.1572720E-3,3.3631299E-3,3.4349950E-3,3.2056291E-3,3.5340108E-3,3.5297667E-3,3.7329187E-3,3.7966512E-3
150.00000E-3,834.92674E-6,1.0039305E-3,947.36816E-6,1.0811732E-3,1.1836721E-3,1.5642921E-3,1.8391170E-3,1.7635963E-3,1.9711381E-3,2.1061396E-3,2.1858847E-3,2.5164191E-3,2.4452689E-3,2.6826887E-3,2.8156286E-3,2.7127436E-3,3.0689658E-3,3.0113273E-3,3.2559115E-3,3.3766182E-3,3.1628040E-3,3.5291764E-3,3.4866798E-3,3.7288778E-3,3.8365528E-3,3.5526406E-3,3.9216066E-3,3.8930730E-3,4.1295005E-3,4.2259361E-3
160.00000E-3,899.92167E-6,1.0904400E-3,1.0155934E-3,1.1702813E-3,1.3040878E-3,1.6988824E-3,2.0130710E-3,1.9069416E-3,2.1515059E-3,2.3331374E-3,2.3856369E-3,2.7641951E-3,2.6585521E-3,2.9393042E-3,3.1201122E-3,2.9678846E-3,3.3734731E-3,3.2825770E-3,3.5700455E-3,3.7346868E-3,3.4628241E-3,3.8763335E-3,3.8035683E-3,4.0855430E-3,4.2325678E-3,3.8885727E-3,4.3012653E-3,4.2455970E-3,4.5181824E-3,4.6500083E-3
170.00000E-3,953.40055E-6,1.1633350E-3,1.0713286E-3,1.2450435E-3,1.4095560E-3,1.8151969E-3,2.1683464E-3,2.0306949E-3,2.3124538E-3,2.5439227E-3,2.5656670E-3,2.9946366E-3,2.8514103E-3,3.1783488E-3,3.4119933E-3,3.2048919E-3,3.6637165E-3,3.5357780E-3,3.8700512E-3,4.0832380E-3,3.7471135E-3,4.2118569E-3,4.1053147E-3,4.4308747E-3,4.6209224E-3,4.2109405E-3,4.6711057E-3,4.5853782E-3,4.8974034E-3,5.0674100E-3
180.00000E-3,995.96535E-6,1.2226550E-3,1.1154415E-3,1.3056773E-3,1.4986700E-3,1.9125419E-3,2.3029085E-3,2.1342997E-3,2.4520251E-3,2.7349233E-3,2.7237613E-3,3.2046542E-3,3.0216680E-3,3.3968448E-3,3.6879175E-3,3.4209798E-3,3.9368829E-3,3.7683105E-3,4.1533221E-3,4.4198839E-3,4.0131019E-3,4.5336363E-3,4.3896632E-3,4.7630073E-3,5.0000770E-3,4.5176977E-3,5.0296915E-3,4.9107530E-3,5.2659662E-3,5.4772308E-3
190.00000E-3,1.0289109E-3,1.2694806E-3,1.1494407E-3,1.3534159E-3,1.5715107E-3,1.9915921E-3,2.4161542E-3,2.2185364E-3,2.5696499E-3,2.9037064E-3,2.8589497E-3,3.3920002E-3,3.1682530E-3,3.5925507E-3,3.9450309E-3,3.6140962E-3,4.1905415E-3,3.9780906E-3,4.4175398E-3,4.7425583E-3,4.2585879E-3,4.8397839E-3,4.6545626E-3,5.0802276E-3,5.3687769E-3,4.8070043E-3,5.3757689E-3,5.2201446E-3,5.6227973E-3,5.8788216E-3
200.00000E-3,1.0538416E-3,1.3055077E-3,1.1750885E-3,1.3900743E-3,1.6293109E-3,2.0540498E-3,2.5087875E-3,2.2852058E-3,2.6660415E-3,3.0490297E-3,2.9714816E-3,3.5553242E-3,3.2912262E-3,3.7640249E-3,4.1808885E-3,3.7829713E-3,4.4225744E-3,4.1636271E-3,4.6606037E-3,5.0493164E-3,4.4816877E-3,5.1284746E-3,4.8981096E-3,5.3808256E-3,5.7258405E-3,5.0770928E-3,5.7080854E-3,5.5119376E-3,5.9667841E-3,6.2715962E-3
210.00000E-3,1.0723775E-3,1.3326563E-3,1.1941156E-3,1.4176600E-3,1.6740187E-3,2.1022278E-3,2.5825607E-3,2.3367294E-3,2.7429633E-3,3.1708657E-3,3.0627060E-3,3.6942632E-3,3.3917347E-3,3.9107393E-3,4.3934718E-3,3.9272184E-3,4.6312173E-3,4.3241541E-3,4.8806661E-3,5.3382199E-3,4.6808955E-3,5.3978748E-3,5.1185944E-3,5.6630228E-3,6.0700185E-3,5.3262301E-3,6.0252763E-3,5.7844332E-3,6.2966739E-3,6.6549014E-3
220.00000E-3,1.0859777E-3,1.3527852E-3,1.2080558E-3,1.4380935E-3,1.7078753E-3,2.1386507E-3,2.6399135E-3,2.3757531E-3,2.8028840E-3,3.2703350E-3,3.1348285E-3,3.8094923E-3,3.4718372E-3,4.0331691E-3,4.5813060E-3,4.0474157E-3,4.8151941E-3,4.4597767E-3,5.0762626E-3,5.6073021E-3,4.8552308E-3,5.6461534E-3,5.3146399E-3,5.9249743E-3,6.3999078E-3,5.5527736E-3,6.3258102E-3,6.0358777E-3,6.6110206E-3,7.0279353E-3
230.00000E-3,1.0958620E-3,1.3675295E-3,1.2181781E-3,1.4530518E-3,1.7330863E-3,2.1657454E-3,2.6835832E-3,2.4048310E-3,2.8485934E-3,3.3495051E-3,3.1905745E-3,3.9026624E-3,3.5342107E-3,4.1327784E-3,4.7436381E-3,4.1450890E-3,4.9739047E-3,4.5715475E-3,5.2465083E-3,5.8546146E-3,5.0044239E-3,5.8715767E-3,5.4854023E-3,6.1648450E-3,6.7139107E-3,5.7553106E-3,6.6079851E-3,6.2645670E-3,6.9081746E-3,7.3896984E-3
240.00000E-3,1.1029994E-3,1.3782365E-3,1.2254844E-3,1.4639107E-3,1.7516203E-3,2.1856531E-3,2.7162703E-3,2.4262270E-3,2.8828626E-3,3.4110708E-3,3.2328335E-3,3.9761960E-3,3.5817997E-3,4.2118607E-3,4.8806080E-3,4.2225544E-3,5.1076001E-3,4.6614077E-3,5.3913028E-3,6.0783531E-3,5.1290674E-3,6.0726774E-3,5.6307840E-3,6.3809588E-3,7.0102352E-3,5.9328627E-3,6.8699767E-3,6.4690195E-3,7.1863131E-3,7.7389659E-3
250.00000E-3,1.1081334E-3,1.3859671E-3,1.2307399E-3,1.4717504E-3,1.7651196E-3,2.2001492E-3,2.7404114E-3,2.4418264E-3,2.9082064E-3,3.4579880E-3,3.2643634E-3,4.0329739E-3,3.6174976E-3,4.2732500E-3,4.9933322E-3,4.2826366E-3,5.2174670E-3,4.7319770E-3,5.5114684E-3,6.2770533E-3,5.2306583E-3,6.2484786E-3,5.7515813E-3,6.5720095E-3,7.2869378E-3,6.0851119E-3,7.1099434E-3,6.6482034E-3,7.4435185E-3,8.0742768E-3
260.00000E-3,1.1118199E-3,1.3915306E-3,1.2345150E-3,1.4773930E-3,1.7748901E-3,2.2106409E-3,2.7580644E-3,2.4531289E-3,2.9267594E-3,3.4931488E-3,3.2875994E-3,4.0759962E-3,3.6439186E-3,4.3199799E-3,5.0838350E-3,4.3283388E-3,5.3055599E-3,4.7862409E-3,5.6087505E-3,6.4498316E-3,5.3114829E-3,6.3987259E-3,5.8494991E-3,6.7373051E-3,7.5420163E-3,6.2125824E-3,7.3261928E-3,6.8017756E-3,7.6779120E-3,8.3939390E-3
270.00000E-3,1.1144677E-3,1.3955299E-3,1.2372284E-3,1.4814504E-3,1.7819357E-3,2.2182078E-3,2.7708846E-3,2.4612883E-3,2.9402452E-3,3.5191551E-3,3.3045695E-3,4.1080982E-3,3.6632788E-3,4.3549792E-3,5.1548228E-3,4.3625484E-3,5.3745781E-3,4.8272251E-3,5.6856514E-3,6.5966143E-3,5.3743622E-3,6.5240587E-3,5.9269984E-3,6.8769857E-3,7.7735616E-3,6.3167058E-3,7.5174021E-3,6.9302672E-3,7.8878462E-3,8.6960550E-3
280.00000E-3,1.1163735E-3,1.3984070E-3,1.2391836E-3,1.4843709E-3,1.7870086E-3,2.2236582E-3,2.7801560E-3,2.4671706E-3,2.9500051E-3,3.5382040E-3,3.3168888E-3,4.1317696E-3,3.6773676E-3,4.3808628E-3,5.2093565E-3,4.3878351E-3,5.4275478E-3,4.8577350E-3,5.7451358E-3,6.7182829E-3,5.4223288E-3,6.6260488E-3,5.9870136E-3,6.9921408E-3,7.9799673E-3,6.3997238E-3,7.6828658E-3,7.0351444E-3,8.0721443E-3,8.9785775E-3
290.00000E-3,1.1177508E-3,1.4004826E-3,1.2405987E-3,1.4864793E-3,1.7906631E-3,2.2275872E-3,2.7868490E-3,2.4714146E-3,2.9570548E-3,3.5520642E-3,3.3258015E-3,4.1490758E-3,3.6875780E-3,4.3998279E-3,5.2505184E-3,4.4063548E-3,5.4674985E-3,4.8801992E-3,5.7902953E-3,6.8166659E-3,5.4583273E-3,6.7070699E-3,6.0326202E-3,7.0847665E-3,8.1601804E-3,6.4644412E-3,7.8227143E-3,7.1186989E-3,8.2303482E-3,9.2394068E-3
300.00000E-3,1.1187523E-3,1.4019871E-3,1.2416298E-3,1.4880091E-3,1.7933025E-3,2.2304278E-3,2.7916826E-3,2.4744853E-3,2.9621485E-3,3.5621093E-3,3.3322430E-3,4.1616582E-3,3.6949654E-3,4.4136377E-3,5.2811525E-3,4.4198356E-3,5.4972133E-3,4.8966125E-3,5.8240601E-3,6.8943573E-3,5.4849997E-3,6.7700240E-3,6.0667463E-3,7.1575552E-3,8.3139456E-3,6.5139035E-3,7.9380307E-3,7.1837898E-3,8.3629122E-3,9.4765416E-3
310.00000E-3,1.1194869E-3,1.4030854E-3,1.2423882E-3,1.4891272E-3,1.7952175E-3,2.2324919E-3,2.7951824E-3,2.4767187E-3,2.9658380E-3,3.5693789E-3,3.3369044E-3,4.1707800E-3,3.7003143E-3,4.4236591E-3,5.3037111E-3,4.4296153E-3,5.5190855E-3,4.9085480E-3,5.8490110E-3,6.9544067E-3,5.5045775E-3,6.8180063E-3,6.0919792E-3,7.2135751E-3,8.4419727E-3,6.5510890E-3,8.0308073E-3,7.2335104E-3,8.4712661E-3,9.6882863E-3
320.00000E-3,1.1200320E-3,1.4038950E-3,1.2429528E-3,1.4899528E-3,1.7966166E-3,2.2340033E-3,2.7977287E-3,2.4783555E-3,2.9685233E-3,3.5746441E-3,3.3402896E-3,4.1773901E-3,3.7041989E-3,4.4309248E-3,5.3202015E-3,4.4367043E-3,5.5350700E-3,4.9172096E-3,5.8672955E-3,6.9999748E-3,5.5188587E-3,6.8540017E-3,6.1104785E-3,7.2559346E-3,8.5459555E-3,6.5786855E-3,8.1037340E-3,7.2708769E-3,8.5577064E-3,9.8735003E-3
