VCE ,leafValue( DP2_IC1 "Ibpol" 2e-06 "mcparamset" 1 ) (A),leafValue( DP2_IC1 "Ibpol" 2e-06 "mcparamset" 2 ) (A),leafValue( DP2_IC1 "Ibpol" 2e-06 "mcparamset" 3 ) (A),leafValue( DP2_IC1 "Ibpol" 2e-06 "mcparamset" 4 ) (A),leafValue( DP2_IC1 "Ibpol" 2e-06 "mcparamset" 5 ) (A),leafValue( DP2_IC1 "Ibpol" 4e-06 "mcparamset" 1 ) (A),leafValue( DP2_IC1 "Ibpol" 4e-06 "mcparamset" 2 ) (A),leafValue( DP2_IC1 "Ibpol" 4e-06 "mcparamset" 3 ) (A),leafValue( DP2_IC1 "Ibpol" 4e-06 "mcparamset" 4 ) (A),leafValue( DP2_IC1 "Ibpol" 4e-06 "mcparamset" 5 ) (A),leafValue( DP2_IC1 "Ibpol" 6e-06 "mcparamset" 1 ) (A),leafValue( DP2_IC1 "Ibpol" 6e-06 "mcparamset" 2 ) (A),leafValue( DP2_IC1 "Ibpol" 6e-06 "mcparamset" 3 ) (A),leafValue( DP2_IC1 "Ibpol" 6e-06 "mcparamset" 4 ) (A),leafValue( DP2_IC1 "Ibpol" 6e-06 "mcparamset" 5 ) (A),leafValue( DP2_IC1 "Ibpol" 8e-06 "mcparamset" 1 ) (A),leafValue( DP2_IC1 "Ibpol" 8e-06 "mcparamset" 2 ) (A),leafValue( DP2_IC1 "Ibpol" 8e-06 "mcparamset" 3 ) (A),leafValue( DP2_IC1 "Ibpol" 8e-06 "mcparamset" 4 ) (A),leafValue( DP2_IC1 "Ibpol" 8e-06 "mcparamset" 5 ) (A),leafValue( DP2_IC1 "Ibpol" 1e-05 "mcparamset" 1 ) (A),leafValue( DP2_IC1 "Ibpol" 1e-05 "mcparamset" 2 ) (A),leafValue( DP2_IC1 "Ibpol" 1e-05 "mcparamset" 3 ) (A),leafValue( DP2_IC1 "Ibpol" 1e-05 "mcparamset" 4 ) (A),leafValue( DP2_IC1 "Ibpol" 1e-05 "mcparamset" 5 ) (A),leafValue( DP2_IC1 "Ibpol" 1.2e-05 "mcparamset" 1 ) (A),leafValue( DP2_IC1 "Ibpol" 1.2e-05 "mcparamset" 2 ) (A),leafValue( DP2_IC1 "Ibpol" 1.2e-05 "mcparamset" 3 ) (A),leafValue( DP2_IC1 "Ibpol" 1.2e-05 "mcparamset" 4 ) (A),leafValue( DP2_IC1 "Ibpol" 1.2e-05 "mcparamset" 5 ) (A)
0.0000000,-1.7651107E-6,-1.9046064E-6,-2.0355656E-6,-2.0851106E-6,-1.9514175E-6,-3.5128065E-6,-3.7878957E-6,-4.0469358E-6,-4.1413638E-6,-3.8807332E-6,-5.2244865E-6,-5.6278838E-6,-6.0087534E-6,-6.1425643E-6,-5.7648673E-6,-6.8996183E-6,-7.4242177E-6,-7.9208158E-6,-8.0888924E-6,-7.6035090E-6,-8.5395703E-6,-9.1787530E-6,-9.7854330E-6,-9.9830986E-6,-9.3986527E-6,-10.146112E-6,-10.893778E-6,-11.605377E-6,-11.828365E-6,-11.152734E-6
10.000000E-3,9.2104717E-6,10.393307E-6,11.511137E-6,11.930711E-6,10.788402E-6,17.974082E-6,20.238115E-6,22.381885E-6,23.158040E-6,20.998130E-6,26.390320E-6,29.655838E-6,32.754163E-6,33.836252E-6,30.757676E-6,34.506151E-6,38.705384E-6,42.698065E-6,44.043056E-6,40.129687E-6,42.354386E-6,47.428314E-6,52.263318E-6,53.833943E-6,49.158407E-6,49.960426E-6,55.856907E-6,61.488578E-6,63.252165E-6,57.878188E-6
20.000000E-3,24.934049E-6,28.044980E-6,30.868962E-6,31.979561E-6,29.119983E-6,48.558781E-6,54.476215E-6,59.873191E-6,61.887308E-6,56.535529E-6,71.120971E-6,79.600649E-6,87.370092E-6,90.121738E-6,82.573009E-6,92.758717E-6,103.59421E-6,113.56726E-6,116.91829E-6,107.42009E-6,113.57356E-6,126.58692E-6,138.61854E-6,142.45199E-6,131.21546E-6,133.64607E-6,148.68190E-6,162.64583E-6,166.86150E-6,154.06895E-6
30.000000E-3,47.217447E-6,53.128979E-6,58.206048E-6,60.334780E-6,55.261913E-6,91.524385E-6,102.65151E-6,112.29594E-6,116.05102E-6,106.70216E-6,133.45034E-6,149.24058E-6,163.04480E-6,168.03689E-6,155.04101E-6,173.31928E-6,193.31503E-6,210.93951E-6,216.85661E-6,200.72745E-6,211.37457E-6,235.18956E-6,256.34630E-6,262.93380E-6,244.09830E-6,247.81036E-6,275.11412E-6,299.55570E-6,306.60304E-6,285.42058E-6
40.000000E-3,78.320692E-6,88.275028E-6,96.180281E-6,99.807695E-6,92.069166E-6,150.80478E-6,169.26749E-6,184.17627E-6,190.34784E-6,176.37534E-6,218.54293E-6,244.39804E-6,265.59329E-6,273.51403E-6,254.45458E-6,282.24167E-6,314.59407E-6,341.48671E-6,350.55301E-6,327.30887E-6,342.43497E-6,380.55213E-6,412.65040E-6,422.39432E-6,395.68865E-6,399.54633E-6,442.81955E-6,479.70787E-6,489.76061E-6,460.18170E-6
50.000000E-3,120.84586E-6,136.58054E-6,147.77169E-6,153.59827E-6,142.99272E-6,230.67743E-6,259.29398E-6,280.25676E-6,289.73587E-6,271.06804E-6,331.69955E-6,371.09138E-6,400.69635E-6,412.34664E-6,387.46597E-6,425.38636E-6,473.93762E-6,511.26736E-6,524.04152E-6,494.33515E-6,512.84355E-6,569.28578E-6,613.58623E-6,626.72487E-6,593.25596E-6,594.93379E-6,658.25249E-6,708.89711E-6,721.83807E-6,685.43650E-6
60.000000E-3,177.43159E-6,201.31415E-6,215.87269E-6,224.90434E-6,211.82945E-6,335.12783E-6,377.49210E-6,404.68260E-6,418.62898E-6,396.27166E-6,477.42214E-6,534.50992E-6,572.74837E-6,589.05218E-6,560.03130E-6,607.24220E-6,676.33145E-6,724.32614E-6,741.33329E-6,707.51312E-6,726.74292E-6,805.80563E-6,862.50365E-6,879.11134E-6,841.85242E-6,837.56455E-6,925.05299E-6,989.59113E-6,1.0050454E-3,965.36297E-6
70.000000E-3,250.20196E-6,285.34105E-6,302.60920E-6,316.25437E-6,302.17335E-6,466.91865E-6,527.40104E-6,559.91461E-6,579.82585E-6,556.40153E-6,658.24912E-6,737.73272E-6,783.56692E-6,805.62382E-6,776.02030E-6,829.65167E-6,923.84965E-6,981.36077E-6,1.0031666E-3,969.54190E-6,985.04324E-6,1.0909547E-3,1.1587891E-3,1.1789028E-3,1.1427649E-3,1.1273182E-3,1.2427753E-3,1.3198282E-3,1.3373597E-3,1.2997878E-3
80.000000E-3,340.03388E-6,390.31432E-6,408.51118E-6,428.66830E-6,416.57430E-6,626.60111E-6,710.23719E-6,745.70582E-6,773.50191E-6,753.57149E-6,873.75901E-6,980.63336E-6,1.0314741E-3,1.0606652E-3,1.0359464E-3,1.0909491E-3,1.2147432E-3,1.2790617E-3,1.3064337E-3,1.2790223E-3,1.2847743E-3,1.4213706E-3,1.4975350E-3,1.5213867E-3,1.4927264E-3,1.4599663E-3,1.6065703E-3,1.6932361E-3,1.7126518E-3,1.6837516E-3
90.000000E-3,445.86889E-6,515.85377E-6,531.82685E-6,560.92471E-6,555.59560E-6,811.86487E-6,924.14217E-6,958.59975E-6,996.70555E-6,986.66142E-6,1.1202038E-3,1.2594871E-3,1.3112252E-3,1.3493449E-3,1.3364096E-3,1.3859506E-3,1.5434873E-3,1.6105136E-3,1.6446105E-3,1.6303981E-3,1.6194341E-3,1.7899625E-3,1.8703791E-3,1.8986362E-3,1.8843547E-3,1.8278497E-3,2.0080429E-3,2.1002466E-3,2.1218720E-3,2.1083883E-3
